Title,Summary,Company,Location,Salary
Analyst - Real Estate,"Analyst - Real Estate. Maintain key data in internal real estate systems. The successful candidate will be highly organized, extremely detail oriented, self...",Lidl US,"Cherry Hill, NJ 08002",Not available
Senior Analyst - Data and Analytics,Completes ad-hoc reporting and data analysis. The Technical Operations Analytics team is looking for a passionate Senior Analyst to turn data into information...,United Airlines Inc.,"Chicago, IL 60601 (Loop area)",Not available
Data Scientist I,Value from data using state-of-the-art data mining methods. The primary focus of our data scientists will be leading our Data and Integration Team in applying...,Do it Best Corp.,"Fort Wayne, IN 46803 (East Side area)",Not available
Data Analyst and Assessment Assistant,"Assist in the collection and maintenance of data on the assessment of Assessment Model, annually. Assist in the compilation of data for TEP evaluation reports...",Bethune-Cookman University,"Daytona Beach, FL 32114",Not available
Sales Assistant / Data Analyst,"Prior experience, including analyzing data, 3+ years. The VP Assistant/ Data Analyst will receive market compensation, including salary and an annual bonus...",No Evil Foods,"Asheville, NC",Not available
Petroleum Trading Analyst,"Maintain Triple Point (Energy Trading Risk Management) system with required data feeds. Sheetz Corporate - Claysburg, PA....",Sheetz,"Claysburg, PA 16625",Not available
Data Analyst,"Experience as a Data Analyst, Data Scientist or Management Consultant preferred. Seeks out answers by diving deep into the data....",SmileDirectClub,"Nashville, TN",Not available
Solvas|Digitize Data Analyst-Part Time,This is a part-time syndicated loan data analyst opportunity supporting the Solvas|Digitize data extraction service. Data Analyst-Part Time....,Deloitte,"Jersey City, NJ",Not available
Data Scientist - Artificial Intelligence,"Ensure data integrity by leveraging proven methodologies, including data reconciliation, data integration and data audits. Cloud/Big Data platforms....",Ulta Beauty,"Bolingbrook, IL 60440",Not available
Data Analyst,The Data Analyst will apply understanding of data architecture and modeling and serve as a collaborator for multiple projects requiring specialized skills and...,Health Care District of Palm Beach County,"West Palm Beach, FL",Not available
Project Analyst,"Additionally, the Project Analyst will serve as the liaison between the Project Manager and stakeholders, gather, analyze and communicate requirements, as well...",Raland Compliance Partners,"San Diego, CA",Not available
Data Scientist,"Our office located in Lincoln, RI is seeking an Associate Modeling Research Analyst to help further our data science and analytics capabilities....",Amica Insurance Company,"Lincoln, RI",Not available
Senior Business Data Analyst- Digital,"Based out of La Jolla, California, National Funding, an innovator and leader in the financial technology industry, is seeking a Senior Business Data Analyst...",National Funding,"San Diego, CA 92121",Not available
EDI Analyst,"The EDI Analyst will be responsible for designing, developing, testing and implementing Electronic Data Interchange (EDI) systems and documents....",Basic Fun!,"Boca Raton, FL 33431",Not available
Data Center Support Analyst,"Our client is looking for a Data Center Support Analyst for their office in Durham, NC. Qualified candidates must have experience working in a data center, and...",Apex Systems Inc,"Durham, NC",Not available
Digital Network Exploitation Analyst - Entry/Mid-Level,"$69,545 - $86,659 a year


                            Digital Network Exploitation Analysis are hired into positions directly supporting a technical mission office or the Digital Network Exploitation Analyst (DNEA)...",National Security Agency,"Fort Meade, MD","$69,545 - $86,659 a year"
Data Governance Analyst,"As a Data Governance Analyst, you will drive the vision, priorities and plans for the data governance program. The Sales Data and Operations team is looking for...",Google,"Mountain View, CA",Not available
DNFB Analyst,Maintain logs of missing data communicating findings to Inpatient and Outpatient Supervisor. This position is responsible for investigating and reporting all...,Hackensack University Med Cntr,"Hackensack, NJ",Not available
Data Analyst - International Media,We presently have an opportunity for a Data Analyst within our International Media department. Assist with data modeling....,PGA TOUR,"Ponte Vedra Beach, FL 32082",Not available
"Data Analyst, Viewer Engagement",Evangelize data knowledge and insights:. 2+ years of experience using data analysis to drive business decisions....,Twitch,"San Francisco, CA",Not available
Data Analyst 3-Tech,"The Data Analyst 3 will collect customer requirements, determine technical issues, conduct analytics and report insights and findings execs and engineering...",Walmart Stores,"Bentonville, AR 72712",Not available
Associate Data Analyst,"Owns data cleansing and accuracy for various data elements used publicly. Develops and manages processes, roles, security access, standards, data quality...",DTE Energy,"Detroit, MI",Not available
Data Analyst,IS Data Analyst:. The SQL Data Analyst demonstrates the ability to communicate effectively (both written and verbal)....,Equiscript,"North Charleston, SC",Not available
Data Analyst,"Generate statistical data analysis reports, using various statistical data analysis software in order to build dashboards and visualizations, advising senior...",Darn Tough Vermont / Cabot Hosiery Mills,"Northfield, VT",Not available
Data Analyst,"As a key member of the Data & Analytics department, this role requires a self-directed, analytical thinker who is capable of managing and manipulating large...",SeQuel Response,United States,Not available
Business Intelligence Analyst,"4+ years of data analysis experience. Experience with Tableau or similar data visualization tools. Proficient in SQL, data analysis, advanced excel and report...",OneSpan (formerly Vasco),"Chicago, IL",Not available
"Data Analyst / Rockville, MD","Strong data analytical skills and desire to work with data. Lockheed Martin Energy is seeking a data analyst for their Rockville, MD office....",LOCKHEED MARTIN CORPORATION,"Rockville, MD 20850",Not available
Data Analyst/Merchandising & Training,Business Intelligence Merchandising & Training Analyst. Business Merchandising & Training Analyst to work onsite at Samsung US HQ with the Home Appliance team...,American Merchandising Specialists,"Ridgefield Park, NJ",Not available
"Analyst, Online Analytics",Aggregate data from disparate/cross-functional data sources; Understands data warehouse structures and processes....,The Home Depot,"Atlanta, GA",Not available
Data Management Analyst,"1 - 2 (+) years’ work experience with data analysis, data quality, master reference data. Marsh's Data Management Group (DMG) is currently seeking a Data...",Marsh,"Hoboken, NJ 07030",Not available
Data Standardization Analyst,"Data Management is responsible for creating LSEG Intellectual Property by generating ICB Classifications, Free Float and similar data fields based on data...",London Stock Exchange Group,"Charlotte, NC",Not available
Junior Data Modeler / Data Analyst,Ability to create logical and physical data models by analyzing the source data. Excellent data analysis skills....,New York Life Insurance Co,"Lebanon, NJ 08833",Not available
Data Analyst,"Job Classification: software engineers Location: Boston(Massachusetts) Skills: SQL, SSIS, Crystal reports Description: Data Analyst Boston, MA 6+ months ***...",Ace Technologies,"Boston, MA",Not available
Business Warehouse Analyst,"Understand data models, data availability and integrity. Analyze required data sources and the health of data as it pertains to a reporting solution....",Konica Minolta,"Ramsey, NJ",Not available
Data Analyst Internship -Summer 2019,"Cogo Labs, a start-up accelerator in Kendall Square, needs entrepreneurial & outgoing Data Analyst Interns for summer 2019....",Cogo Labs,"Cambridge, MA",Not available
Senior Business Data Analyst,"Prepare analytics-optimized data. The Senior Data analyst delivers reporting and analytics, along with insights gleaned from each....",AmerisourceBergen,"Fort Mill, SC",Not available
Technical Services Business Analyst,"$60,000 - $70,000 a year


                            Technical Services Business Analyst . Business Analyst in Charleston, West Virginia. This position works with Court personnel, formatting and integrating...",Supreme Court of Appeals of West Virginia,"Charleston, WV","$60,000 - $70,000 a year"
Prototype Analyst - Ops Intelligence,"Bachelors in Supply Chain, Business, Economics, Computer Science, Engineering or related field or relevant experience in business analyst/data analyst...",TARGET,"Minneapolis, MN",Not available
Analyst – Casino Marketing Analytics (Corporate),"Synthesizes data, insights, and consumer research to create presentations that make fact-based recommendations....",MGM Resorts International,"Las Vegas, NV",Not available
Entry Level Digital Insights Analyst,"Digital Insights Analyst*. Statistical methods to analyze data and generate useful project reports. Daily reporting of performance metrics, identifying and...",Tracy Anderson Method,"New York, NY",Not available
Entry-Level Business Analyst,Technical knowledge with a proficiency in manipulating data sets in SQL or equivalent and drawing insights from data....,"JobLandr, Inc.","Seattle, WA","$50,000 - $65,000 a year"
Analyst - Master Data Management,Experience in working with large sets of data. Performs root cause analysis on master data related problems....,CareCentrix,Remote,Not available
Marketing Modeling Analyst- Data Science,"Ensure data integrity, data reconciliation, data integration and data audits. Marketing Modeling Analyst – Data Science....","Insight Enterprises, Inc.","Tempe, AZ 85283",Not available
"Associate, Data Sciences","ANALYST, DATA SCIENCES. Internship in data management or data analytics field preferred. He/she will leverage Wavemaker’s proprietary data solutions to meet our...",Wavemaker,"New York, NY",Not available
Market Data Analyst,These positions function both as a consultant and as a high-level data analyst. The Data Analytic Consultant provides support in making strategic data-related...,Kaiser Permanente,"Burbank, CA",Not available
Data Migration Analyst,"Job responsibilities include collecting data from legacy systems, data formatting, validating data to ensure accuracy and documenting the data collection...",DDI System,"Township of Manalapan, NJ","$50,000 a year"
Data Analyst,Data Analyst Finance Information Technology. Performs data conversions. ESSENTIAL JOB FUNCTIONS:Data Analysis and Report Writing • Gather data from multiple...,Twin River Casino,"Lincoln, RI 02865",Not available
Data Scientist,"Responsibilities include working with the team to enhance our cybersecurity product offerings, collecting and analyzing specialized data sets, accurately...","Cigent Technology, Inc.","Fort Myers, FL 33901",Not available
Data Scientist - Predictive Modeling,Data Scientists produce innovative solutions driven by exploratory data analysis from complex and high-dimensional datasets....,Florida Blue,"Jacksonville, FL 32224 (Beach Haven area)",Not available
Business Intelligence Analyst,"Specifically, the developer will create data visualizations, dashboards, and reports to present data using Power BI....",CKS Financial,"Chesapeake, VA 23320 (Greenbrier West area)",Not available
Compliance Analyst,Strong data gathering skills with the ability to analyze and draw conclusions from that data. Is seeking a Compliance Analyst....,Prudential,"Newark, NJ 07102 (Central Business District area)",Not available
Data Analyst,"Applies quality assurance measures to data reports, identifies inconsistencies, and collaborates with appropriate parties to correct any potential problems....",Hawaii Medical Service Association,"Honolulu, HI 96814 (Makiki area)",Not available
Quantitative Analyst - Marketing (Adwords/Social Media),Use data to identify business opportunities and work directly with CEO to drive implementation. Analyze data from multiple disparate sources around performance...,Bartesian,"Chicago, IL","$50,000 a year"
Contract Data Analyst,"Sodexo, world leader in quality of life services, has a new opening for a Contract Data Analyst. Ability to analyze large amounts of data....",Sodexo,"Gaithersburg, MD",Not available
Integrated Data Analyst- Associate,"Data analytics experience preferred. UPMC Health Plan and WorkPartners is looking for an Integrated Data Analyst, Associate to produce in-depth reporting and...",UPMC,"Pittsburgh, PA 15219 (Middle Hill area)",Not available
Data Analyst,Enhance our data pipeline - the integration of multiple data sources into a centralized data warehouse....,Splash,"New York, NY",Not available
Data Analyst,"Data Analyst will assist CBCInnovis’ Operations Department with analyzing data to lend support to various projects related to order volumes from our customers,...",CBCInnovis,"Pittsburgh, PA",Not available
Senior Data Analyst,"Fluency in data analysis and communication around data, including time series analysis, experimentation, data visualization, and defining KPI strategy for your...",Twitch,"Seattle, WA",Not available
Data Analyst,"We are looking to recruit a Data Analyst within our Market Data group. In this role, the Data Analyst will be involved with the onboarding process related to...",Tradeweb Markets LLC,"Jersey City, NJ 07311 (Downtown area)",Not available
Healthcare Data Analyst - DPDM Item 1413,"Healthcare Data Analyst (DPDM) in Albany, NY. Familiarity with data warehouses and data marts and proficient in the use of SQL to query and extract data,...",Staffing Solutions Organization LLC,"Albany, NY 12210 (Central Avenue area)",Not available
Budget Analyst,The Financial Analyst will be part of the Data Management and Integrity Group (DMIG). The MIL Corporation seeks a Financial Analyst to support a Federal...,The MIL Corporation,"Arlington, VA",Not available
Supply Analyst,The Supply Analyst works to generate and interpret data to ensure delivery of fuel at an optimal price to ultimately diminish costs for the organization....,RaceTrac,"Atlanta, GA",Not available
Data Scientist,Identifies meaningful insights from large data and metadata sources; This is a product engineering role in which employees work with multiple types of business...,Skyworks,"Irvine, CA",Not available
Sales and Marketing Analyst,"The Market Analyst is responsible for working with the Strategy team, Product Marketing, and other key business leaders to drive the success of the Sales Tax...",Sovos Compliance,"Wilmington, MA 01887",Not available
"Data Analyst, Publisher Intelligence, Online Partnerships Gr...","4 years of experience as a data analyst, business analyst, product analyst, consultant or a leader for such a team....",Google,"New York, NY 10011 (Chelsea area)",Not available
"Allocations Analyst - May, June and August 2019 Grads",Reflect on and evaluate data to determine where improvements and changes can be made to existing strategy. Your strong analytical skills will help you optimize...,Burlington Stores,"Burlington, NJ 08016",Not available
Item Data Analyst,"The Item Data Analyst will support Sr. The Item Data Analyst, Data Governance is part of an enterprise Product/Item Data Governance team, which is responsible...",The Home Depot,"Atlanta, GA",Not available
Data Analyst,Acts as a liaison to data owners to establish necessary data stewardship responsibilities (accountability for a particular data element/verifying accuracy of...,BNY Mellon,"Florham Park, NJ 07932",Not available
"Analyst, Data Management Quant Analysis","Data Management and Quantitative Analysis - IC1 Under direct guidance, works with internal and external datasets and client reference data and provides analysis...",BNY Mellon,"Wilmington, DE",Not available
Data Analyst,Working knowledge of data analysis tools & Top notch analytical skills. Total experience of 5 to 8 years. Act as a liaison between IT teams and business teams....,Cognizant,"Jersey City, NJ",Not available
Business Analyst-entry level,The chance to establish your personal capabilities as a business analyst by using your curiosity about how thinks work and how a business functions....,Adelphoi USA,"Latrobe, PA 15650",Not available
Data Analyst,"We are currently searching for (2) Data Analysts, based in our Kulpsville, PA headquarters, to help reinvent the way we collect, analyze and take appropriate...","Greene, Tweed & Co.","Kulpsville, PA 19438",Not available
Data Analyst,"Ensure data integrity across several data sources, reports, and dashboards. Build and maintain data pipelines....",Uber,"San Francisco, CA 94103 (South Of Market area)",Not available
Senior GEOINT Analyst,Assist CENTCOM analyst with the interpretation of exploited data and the utilization of GETS. Assist CENTCOM J2 analysts to identify intelligence gaps that can...,"T-3 Solutions, LLC","MacDill AFB, FL",Not available
Data Entry Specialist,"Product data creation/updates/quality control, digital data strategies and planning & collaboration with vendors, other teams and departments....",LuxeDecor,"Chicago, IL 60611 (Near North Side area)",Not available
Supply Chain Analyst,Supply Chain Analyst. Supports development and documentation of data management processes with other functional data owners to support ongoing maintenance and...,Jubilant Cadista Pharma Inc,"Salisbury, NC",Not available
Technical ELINT Analyst - Experienced Level,"$114,590 - $148,967 a year


                            Entry is with a Bachelor's degree plus 9 years of relevant experience or a Master's degree plus 7 years of relevant experience or a Doctoral degree plus 5 years...",National Security Agency,"Fort Meade, MD","$114,590 - $148,967 a year"
Junior Data Analyst - Sales Operations,"As a Data Analyst you will:. As a Data Analyst, you will highlight nascent patterns in our data and help our Sales team better understand their business using...",Snowflake Computing,"San Mateo, CA",Not available
Trauma Data Analyst,"Trauma Data Analyst(Job Number:. We are searching for a new Trauma Data Analyst, tasked with abstracting, analyzing and coding detailed medical records...",Memorial Hospital of Jacksonville,"Jacksonville, FL",Not available
Data Analyst,Identifying data anomalies and communicating back to the data stewards. Associates or better in Data Processing or related field....,O'Neal Industries' Affiliates,"Hamilton, OH",Not available
Data Analyst,Identifying data anomalies and communicating back to the data stewards. Associates or better in Data Processing or related field....,O'Neal Industries,"Hamilton, OH",Not available
Statistical Data Analyst,4725 / Statistical Data Analyst. Data management design procedures to analyze and evaluate data and produce data summaries and reports;...,University of South Florida,"Sarasota, FL","$45,000 - $53,500 a year"
Data Analyst,"One year data analyst or equivalent related education. Please make sure to fill out all required fields in the application process, making sure to list a...",HawaiiUSA Federal Credit Union,"Honolulu, HI 96817 (Liliha-Kapalama area)",Not available
Scientific Data Analyst I,Scientific Data Analyst I. Execute data update and outreach projects in a timely manner. Strong attention to detail....,Frederick National Laboratory,"Rockville, MD 20850",Not available
Sales Force Data Analyst,"Medium"">Performs region and territory business and key account analysis using DDD data and other customer data sources to guide business planning and perform...",TOLMAR Inc.,Illinois,Not available
Business Analyst,Expert in generating data visualizations in Tableau. Perform complex data analysis to identify opportunities to reduce fulfillment costs as well as improve...,Amazon.com,"Seattle, WA",Not available
Supply Chain Management Analyst,"5 years (Required). Capable of diving into all weekly, monthly, and quarter reports with complex data, communicating with related parties, to identify the...",Dialight,"Farmingdale, NJ 07727",Not available
Data Analyst,Submit statistical data for purchasing. We are currently seeking a Data Analyst for a distributing company located on the Northeast side of San Antonio....,L.K. Jordan & Associates,"San Antonio, TX 78213",Not available
"Research Analyst, Institutional Research","$50,731 - $54,535 a year


                            Collaborate with the Director of IR, Data Analyst, ITS Services and other entities that relate to IR’s data systems to ensure data quality, integrity, and...",Laramie County Community College,"Cheyenne, WY","$50,731 - $54,535 a year"
ERP Analyst,Experience in provide information and data to management on an ad-hoc basis. 3 years (Required). Must be detail oriented with strong execution skills....,"Allied Stone, Inc.","Dallas, TX",Not available
"Analyst, PDC Operations",Data collection and analysis for claims. Contract to hire opportunity availble to start asap....,Ledgent Technology,"Fountain Valley, CA",Not available
"Data Analyst, Portfolio Management","Capitalize and optimize on the use of all proprietary and licensed data and technology. Excellent time management skills, attention to detail, and...",Sun Life Financial,"Wellesley Hills, MA 02481",Not available
Associate Master Data Analyst,"Requisition ID: 75524 Andeavor, formerly Tesoro, is a premier refining, marketing and logistics company in the western United States. Our Company operates 10...",Tesoro,"San Antonio, TX 78259 (Encino Park area)",Not available
Startup Innovation Data Intelligence Analyst,Data governance and management:. And (3) our proprietary Startup Data Intelligence Knowledge Base & related emerging data and research applications....,Rabobank,"New York, NY",Not available
Clinical Data Analyst,"Support studies when needed, including all Clinical Data Manager tasks. Program (primarily in SQL or SAS) and test study Data Transfers, generally based on...",Idols,"East Brunswick, NJ",Not available
Corporate Data Analyst (entry-level),We are currently recruiting an entry-level Corporate Data Analyst to join a growing team. This position will manage multiple projects that will directly impact...,Katapult Network - MN,"Bloomington, MN 55420","$35,000 - $40,000 a year"
"Analyst, SEO","Enable PMs to self-serve on day-to-day data and analytics. You love lengthy research projects, and are never satisfied until the data tells a complete story....",Zillow Group,"Seattle, WA 98101 (Downtown area)",Not available
Junior Data Analyst,"Use data to analyze media effectiveness. Compile, organize, and analyze data from various sources. Strong critical thinking skills, especially in analyzing and...",Crowley Webb,"Buffalo, NY 14202 (Central Business District area)",Not available
Intern - Data Analyst,Data analyst will assist with Envestnet Institute on Campus (EIOC)’s Program Administrator in data aggregation and begin implementing a scalable back-end data...,"Envestnet Asset Management, Inc","Berwyn, PA",Not available
Data Analyst,Identify trends and patterns in various data sets. Interpret data and analyze results to provide periodic reports....,"First Insight, Inc.","Warrendale, PA 15086",Not available
Data Analyst,"Data Analyst in Allendale, NJ. Data Analyst position is a long-term contact position that will give you valuable experience with one of the world's leading...",Adecco,"Allendale, NJ",Not available
Data Analyst,"Ektello is looking for a Data Analyst for one of our top multimedia clients in New York, NY. • Works closely with 3rd party service provider to address all data...",ektello,"New York, NY",Not available
Data / Reporting Business Analyst,"Kforce is seeking a Data/Reporting Business Analyst to join our client in Carlsbad, CA. Partner with key stakeholders to evaluate reports and analysis to...",Kforce,"Encinitas, CA 92024",Not available
Data Scientist,Leads the organization's planning of GEODIS’ data model and data architecture through continual redesign of the data model and/or transition to a common model....,GEODIS,"Brentwood, TN",Not available
WFM Analyst,"$19 - $22 an hour


                            Experience in data analytics and modeling. Gathers call data and assists with data analyses to determine call volume trends, service activity, or resource...",TSYS,"Broomfield, CO 80023",$19 - $22 an hour
Marketing Data Analyst (Tableau/Alteryx),Experience working with Customer Data preferred. The Marketing Data Analyst for Customer Marketing is responsible for preparing analysis and reports to support...,Tractor Supply Company,"Brentwood, TN 37027",Not available
Junior Data Analyst,Create basic database queries to extract data for reporting. Provide support for department heads by validating data prior to presentations when needed....,Spy Optic Inc.,"Carlsbad, CA 92011",Not available
Data Analyst,"This includes data entry, data validation/reconciliation, data management/organization, researching publically-available data sources, document review, and...",Ogletree Deakins,"Greenville, SC",Not available
"Analyst, Integration Data Power, IIB","Proven experience in Data Power development, e.g. developing MPGW, WSP, XML Firewall etc. Design and develop complex EAI and SOA/ESB solutions using Data Power,...",Ralph Lauren,"Lyndhurst, NJ 07071",Not available
Data Analyst (Internal Audit),"Interact with management and business partners to identify appropriate data sources and data elements required for analytics, applying professional skepticism...",Valley National Bank,"Wayne, NJ 07470",Not available
"Data Analyst, Ecosystem Engineering Life",We are looking for an outstanding data analyst to join our Partner Engineering Lifecycle organization. Develop strong cross-functional relationships with...,Netflix,"Los Gatos, CA 95032",Not available
"Consulting Data Analyst - Epidemiology, Bio-statistics, SAS,...",Tests and maintains data integrity. This position functions both as an analyst and as a statistical analytics programmer....,Kaiser Permanente,"Oakland, CA",Not available
Analyst - Business Intelligence and Analytics,"Don’t mind rolling your sleeves up for data cleansing, data visualization and analysis. BUSINESS INTELLIGENCE & ANALYTICS TEAM - Analyst....",Crossmedia,"New York, NY 10011 (Chelsea area)",Not available
Business Data Analyst,"Knowledge and understanding of Data Mapping, Data Mining, Data Profiling, Data Cleaning/Scrubbing, Data Quality and Data governance etc....","Incept Data Solutions, Inc","Sterling, VA","$62,000 - $100,000 a year"
Clinical Systems Analyst,Practical experience with healthcare and/or financial software applications and ability to manipulate data with standard tools. Day....,West Side Community Health Services,"Saint Paul, MN 55107 (West Side area)",Not available
Business Data Analyst,"Demonstrated ability towards data mining and data analysis. Kforce has a client in search of Business Data Analyst in Hilliard, Ohio (OH)....",Kforce,"Hilliard, OH 43026",Not available
Data Analyst,"The Data Analyst will be a key member of the Data and Planning Team and will analyze media and social data created by marketing activity, identifying trends and...",Jellyfish UK,"Baltimore, MD",Not available
Data Analyst,"The Data Analyst will be a key member of the Data and Planning Team and will analyze media and social data created by marketing activity, identifying trends and...",Jellyfish,"Baltimore, MD",Not available
Data Analyst,"Minimum of three (3) years' experience as a Data Analyst or in a related position, minimum of two (2) years of experience extracting data from a query system...",Paine College,United States,Not available
Healthcare Data Analyst,"Analyze payment data and assist with billing and collections in an employee friendly environment. $40,000.00 to $60,000.00 /year....","Red Horizon, LLC","Houston, TX 77003 (East End area)","$40,000 - $60,000 a year"
Data Analyst,Minimum 5 years of experience working with pharmaceutical data in a team-driven environment. Ability to evaluate insights from data analysis and suggest data...,Asembia LLC,"Florham Park, NJ",Not available
Data Analyst/ Report writer,"The report writer/ data analyst needs to have above average Excel skills. The Analyst will develop dashboards and reports with key performance indicators,...","J&S Stark Billing & Consulting, Inc.","Shrewsbury, NJ 07702",$19 - $24 an hour
Online Marketing Analyst (Entry Level),"Create databases and capture market data. We have a suite of propriety software tools, 15,093 affiliate partnerships, and loads and loads of data to assist....",Advertise Purple,"Santa Monica, CA 90403",Not available
"Consulting Data Analyst - SQL, SAS, R",Tests and maintains data integrity. This position functions both as an analyst and as a statistical analytics programmer....,Kaiser Permanente,"Santa Clara, CA",Not available
Analyst - Regional Marketing Analytics (Corporate - Maryland...,"Experience with data visualization tools (Tableau, PowerBI, etc.). Synthesizes data, insights, and consumer research to create presentations that make fact...",MGM Resorts International,"Las Vegas, NV",Not available
Inventory Control Analyst,We are currently recruiting a Inventory Control Analyst for our operation. Exceptional attention to detail....,Romark Logistics,"Waco, TX",Not available
Business Development Analyst,"Data Science / Client Analytics:. Exceptional analytical skills, in particular working with large data sets and complex client pricing requirements....",PORT LOGISTICS GROUP,"Clifton, NJ 07014",Not available
BPPM Analyst - US Remote,"NTT DATA, Inc. About NTT DATA Services. NTT DATA Services currently seeks a BPPM Analyst - US Remote to join our team in Boston, Massachusetts (US-MA), United...",NTT DATA Services,"Boston, MA",Not available
Quality Coordinator,This position will analyze pultrusion performance data daily to determine activities for improving standard operating procedures and work instructions affecting...,Tecton Products,"Roanoke, VA",Not available
"Analyst, Product Strategy","The Analyst, Product Strategy & Partnerships will lead specific deep-dives and critical analysis on a project basis and support the management of our growing...",Cengage,"Boston, MA",Not available
Statistical Analyst I,Knowledge of databases and data management process; Communicate the project requirements for cleanup and data capture to ensure the key study variables are...,Medpace,"Cincinnati, OH 45212 (Pleasant Ridge area)",Not available
Claim Business Analyst,Assists with data reporting and data analysis in coordination with Data Analyst as needed. Attention to detail is a must....,MEMIC,"Portland, ME",Not available
Data Analyst,"The Data Analyst will gather data, maintain data, and turn data into useful information, useful information into insight and insight into strategic business...",HarperCollins Publishers Inc.,"Nashville, TN",Not available
"Analyst, Data - Resort Sales & Marketing","Uses data processing and computational tools to automate data integration, reporting, and analyses. Drive the tracking, reporting, and data strategy for resorts...",Universal Orlando Resort,"Orlando, FL 32819 (Florida Center area)",Not available
Data Analyst,"In addition, the analyst will work with the data owners/stewards to improve data quality where possible. Creates/updates data visualization dashboards with...",Christian Care Ministry,"Melbourne, FL",Not available
Data Analyst,"3-5+ years of experience as a business data analyst or a data analyst. We are looking for a highly motivated Data Analyst in the Carlsbad, CA office....",Cisco,"Carlsbad, CA",Not available
Data Entry Analyst,DATA ENTRY CLERK. Complies data reports for supply utilization and validates contractual changes and new item data is accurate....,Mount Sinai Medical Center - Florida,"Miami Beach, FL",Not available
Freelance Data Research Analyst - Remote,"This role will have a team available to extract raw data and convert data to metro or local levels, but will need to dig into raw data elements to identify...",LendingTree,"New York, NY",Not available
DATA ANALYST,Audit reported data and work in partnership with customers to ensure accurate and timely updates. Experience with Microsoft SQL Server and SQL Server Data Tools...,TransUnion,"Atlanta, GA 30326 (Buckhead area)",Not available
Data Scientist I,"Solid understanding of data analysis process, including problem specification, data exploration, data modeling, evaluation and recommendation....",Bank of America,"Pennington, NJ 08534",Not available
Data Analyst,"As one of the largest insurance companies in the nation, Progressive's data analysts and scientists have access to the most telematics data recorded....",Progressive,"Mayfield Heights, OH",Not available
Mechanical Records Analyst,Also analyze data to identify and resolve inconsistencies in the data. Work closely with the information technology department to continuously improve data...,GATX,"Chicago, IL 60606 (Loop area)",Not available
Systems Analyst,"$65,000 - $85,000 a year


                            Provisioning, Deploying, Migrating user-data, removing/protecting data, recycling PC). Addiction Campuses provides the most comprehensive addiction treatment...",Addiction Campuses of America,"Nashville, TN","$65,000 - $85,000 a year"
1250384 - CX Practitioner- Data Analyst,"The CX Practitioner – Data Analyst takes an active role in collaborating with internal subject matter experts, business analysts, business operations managers...",Cisco,"San Jose, CA",Not available
Data Analyst,"Data Analyst Job Description:. Data analysis and/or data collection:. Two years of practical experience in data analysis, data collection, interpretation, and...",The Los Angeles Film School,"Winter Park, FL",Not available
Data Analyst,Analyst -> Sr. 1-2 years of professional experience as a data analyst (internship or co-op experience considered)....,Athena Global Advisors,"Philadelphia, PA",Not available
Data Analytics Analyst,"Due to our exceptional growth and success, we are seeking a Data Analytics Analyst to join our team. Ability to define problems, collect data, establish facts,...","BioScrip, Inc.","Denver, CO 80202 (Lodo area)",Not available
CEQR Data Analyst/Developer,"The division comprises of 50+ inter-disciplinary staff with specialties in desktop support, server engineering, database maintenance, data processing, data...",New York City DEPARTMENT OF CITY PLANNING,"Manhattan, NY","$47,891 - $65,000 a year"
Benefit Data Analyst (Excel skills required),"Benefit Data Analyst (Excel skills required). The EDI Account Executive will be part of the Data Connections department, supporting all phases of implementation...",Web Benefits Design,"Orlando, FL 32819 (Florida Center area)",Not available
Data Analyst,Job Description Competent to work at the highest technical level of all phases of application programing activities and be the point of contact to the client...,Virtual Enterprise Architects,"Washington, DC 20036 (Downtown area)",Not available
Data Quality Analyst,We are currently hiring Data Analysts. The Data Quality Analyst performs Quality Assurance and Quality Control (QA/QC) checks on field data and provides the...,Tetra Tech,"Orlando, FL 32801 (Central Business District area)",Not available
Education Data Analyst,"Advance the successful implementation of RISE by 5 Network strategies, including on-track data meetings and on-track student conferences....",Connecticut RISE Network,"New Haven, CT",Not available
Data Analytics Manager,"Analyze data for actionable insights; The Data Analytics Manager will be responsible for data analysis and insights, and for ensuring the related inputs and...",Cengage,"Boston, MA",Not available
Financial Analyst,"$45,000 - $50,000 a year


                            Ability to analyze financial data and prepare financial reports, statements and projections. The Financial Analyst is responsible for maintaining records of...",Eckerd Connects,"Clearwater, FL","$45,000 - $50,000 a year"
Quality Assurance Analyst,"FairWarning is hiring a QA Analyst to scale-up the growth of our patented, market leading product platform. Creative problem solver and analytical thinker with...",FairWarning,"Saint Petersburg, FL",Not available
Data Analyst,"Trader Interactive is hiring a Data Analyst. Pull and monitor data on competitor sites. Deep expertise in Adobe Analytics (Omniture), Google Analytics and other...",Trader Interactive,"Norfolk, VA",Not available
Watson Health- Business Data Analyst,"3 years experience with healthcare data - operational, administrative or clinical. Ability to translate data analysis into meaningful findings and...",IBM,United States,Not available
"Data Analyst, DECE","Ensures the integrity of data, including data imports/exports, storage, manipulation, analyses and data security....",New York City Department of Education .,"New York, NY","$68,990 a year"
AppleCare Data Analyst,"Experience with advanced data analytics, data transformation and data management projects. In-depth experience of analyzing data and creating reports, working...",Apple,"Santa Clara Valley, CA",Not available
"Entry Level, Data Management Analyst",Data Management Analyst. The Data Analyst will evaluate and enter information for leading private capital firms across various software offerings....,IHS Markit,"Nashville, TN",Not available
