Title,Summary,Company,Location,Salary
DATA SCIENCE INTERN,Some analytics training and capability on the latest programs (e.g. Work with VDC’s senior data and product innovation team to analyze and evaluate VDC client...,Venture Development Center,"Saddle River, NJ",Not available
Data Analyst,"Experience analyzing digital marketing performance with best-in-class web analytic tools (Google Analytics, Adobe, Webtrends, CoreMetrics, etc)....",ProSight Specialty Insurance,"Morristown, NJ",Not available
Quant Analytics Associate for Chase Consumer Bank and Chase...,"The Quant Analytics Associate reports to the Executive Director, Consumer & CWM Quant Analytics. As an analytics consultant to the business, this role will...",JP Morgan Chase,"Columbus, OH 43240 (Far North area)",Not available
"DIRECTOR, CUSTOMER ANALYTICS",Drive the development and utilization of predictive analytics that enable better targeting and personalized engagement activities....,Tory Burch,"New York, NY",Not available
"Analyst,Data Management Quant Analysis","Data Management and Quantitative Analysis - IC1 Under direct guidance, works with internal and external datasets and client reference data and provides...",BNY Mellon,"New York, NY",Not available
Manager of Analytics & Insights,"Manager, Analytics & Insights. Phreesia is looking for an Analytics & Insights Manager to join our growing Analytics Team....",Phreesia,"New York, NY 10010 (Gramercy area)",Not available
Analyst - Depository Analytics,"Works closely with senior CIB professionals. Performs assigned duties, including but not limited to, due diligence, document processing, financial modeling,...",SunTrust,"Memphis, TN",Not available
"Manager, Technical Operations Analytics",Jet is looking for a highly analytical individual to help grow the Analytics function for the Technical Operations team....,Jet & The Walmart eCommerce Family of Brands,"Hoboken, NJ",Not available
"Senior Analyst, Operations Analytics","Senior Analyst, Operations Analytics. The CastleGate team is looking to add a Senior Analyst, Operations Analytics to our group!...",Wayfair,"Boston, MA 02116 (South End area)",Not available
"BUSINESS ANALYTICS SPECIALIST (SPA, 50563169 and 50563170)",Supplemental Information The Division of Administration/Office of Technology Services has two vacancies. This job title has an assigned pay grade of AS-620. ...,State of Louisiana,"Baton Rouge, LA","$4,630 - $9,110 a month"
Business Analytics Specialist,5+ years’ experience with data analytics and ability to successfully review data and reports to extract meaningful insights that drive strategies and executive...,Microsoft,"Redmond, WA",Not available
VP & Head of Technology - R&D Big Data & Analytics Transform...,"2 million patient-years of data & one of the largest and most diverse dataset of across pharma industry, collected over the past two decades is waiting for...",Novartis,"East Hanover, NJ",Not available
Manager of Data and Analytics,"Manager of Data and Analytics. This position is an integral link between Research, Individual Giving, and Advancement Services which will focus on the...",Hospital for Special Surgery,"New York, NY",Not available
Manager - Business Analytics,"Manager of Business Analytics:. Experience / familiarity with retail analytics. As the Manager of Business Analytics, you have the unique opportunity to help...",VF Corporation,"Washington, DC",Not available
Global Operations Advanced Analytics Lead,Advance PepsiCo’s analytics maturity to move beyond descriptive and predictive analytics and into prescriptive and fully automated/algorithmic capabilities....,PepsiCo,"Plano, TX 75093",Not available
Senior Analyst Strategy & Business Dev,A highly analytical critical thinker with experience applying strategic frameworks and analytics to develop insights and recommendations on complex and...,JetBlue Airways Corporation,"Long Island City, NY",Not available
Marketplace Investigations Analytics,"The Investigations Analytics team specializes in analyzing patterns, understanding threats, uncovering and investigating violations....",Facebook,"Austin, TX",Not available
Analytics & Insights Senior Data Analyst,"High-growth analytics or operations experience. Experience working in a support environment (contact management analytics, Zendesk API familiarity, etc.)....",Uber,"New York, NY 10001 (Chelsea area)",Not available
"Data Insight Analyst, People Analytics",We are looking for a Data Insight Analyst to join the Northrop Grumman Human Capital Analytics team where we lead the people and talent analytics function....,Northrop Grumman,"Falls Church, VA 22041",Not available
"Research Scientist, NLU Analytics","Your work will directly impact our customers in the form of products and services that make use of speech and language technology, particularly in developing...",Amazon.com,"Cambridge, MA",Not available
2019 Data Scientist Intern - Global Analytics,"Experience in analytics, decision, and/or data sciences. This intern will support Data Science initiatives within Global Analytics....",Merck USA,"Kenilworth, NJ",Not available
Analyst - Business Analytics,"The Experiences and Rentals Analytics Team is seeking an Analyst, Business Analytics who has the analytical skills and business experience to support numerous...",TripAdvisor,"Needham, MA 02494",Not available
Head of Commercial Data & Analytics,"Omni-channel Analytics, Access & Trade Analytics, and Commercial Data; Pharma commercial data and analytics. Build and lead Commercial Data & Analytics function...",GlaxoSmithKline,"Research Triangle Park, NC",Not available
"Senior Manager, Data Marketing and Analytics",Co-manage approximately 4 data and analytics committees. Program and executive approximately ten annual data & analytics related webinars....,Association of National Advertisers,"Manhattan, NY",Not available
"Adjunct Lecturer, Applied Analytics Capstone (ONLINE, Fall'1...",Solving Real World Problems with Analytics. 3+ years of professional experience in roles related to applied analytics....,Columbia University,"New York, NY 10027 (Hamilton Heights area)",Not available
"Manager, Customer & Market Insights, Business Insights & Ana...","Partners with Analytics colleagues to develop integrated deliverables with deeper, break-through. This role is responsible for conceptualizing and executing...",Bristol-Myers Squibb,"Princeton, NJ 08540",Not available
Marketing Analyst - Digital,Expertise in utilizing web analytics and attribution tools such as Adobe Analytics & Google Analytics. FIND THE RIGHT FIT FOR YOU AT AVENUE....,Avenue Stores,"Rochelle Park, NJ 07662",Not available
Growth Strategy Director,"Bring together customer and market insights, financial data, and analytics to develop data-driven strategies, project roadmaps and Go-to-Market plans....",Amazon.com,"Newark, NJ",Not available
Ac Data Analytics Specialist (Full Time 40 hrs),"Science, math, statistics, or data analytics. This position provides GIM data to GII Data Analytics system ""Gateway""....","Goodwill Industries of Michiana, Inc","South Bend, IN 46619",Not available
Senior Insights & Analytics Analyst,"Know the underlying statistical and mathematical principles which govern data analytics. Sallie Mae is looking for a Power BI and Data Analytics Developer,...",Sallie Mae,"Indianapolis, IN 46256",Not available
ERP Business Analyst,"Structural Concepts is a leader in design, engineering, and manufacturing of custom refrigerated display cases for the retail and food service industry....",Structural Concepts Corp.,"Norton Shores, MI",Not available
Full Time opportunities for MBA students and recent graduate...,"As a business program manager, you will have the opportunity to work on a variety of different projects leveraging your diverse skillset across sales, marketing...",Microsoft,United States,Not available
Talent Effectiveness & Analytics,"Los Angeles, California Human Resources It's an exciting time at Netflix as we continue to expand our business globally. We are revolutionizing the way people...",Netflix,"Los Angeles, CA",Not available
"Senior Associate, Analytics","Perform advanced analytics tasks, including but not limited to:. Ability to create robust analytics solutions to optimize digital marketing....",Merkle Inc.,"Pittsburgh, PA 15220",Not available
"Strategy, Analyst - Government","Analytics & Cognitive. Analytics & Cognitive will work with our clients to:. The Analytics & Cognitive team leverages the power of data, analytics, robotics,...",Deloitte,"Los Angeles, CA 90071",Not available
"Manager, Advanced Analytics","Manager, Advanced Analytics. Purpose of the Manager of Advanced Analytics. Generate ideas to continuously improve the analytics and reporting services delivered...",MasterCard,"O'Fallon, MO",Not available
R&D Center Data Analyst,The WW R&D Center is seeking an exceptionally talented analyst who loves Data Engineering and Data Analytics to join us in developing the future of Amazon...,Amazon.com,"Sumner, WA",Not available
Senior Consultant Data Analytics,Expertize in programmatic analytics (online or DOOH). Senior Consultant with 10+ experience in data analytics....,"Woongjin, Inc","Ridgefield Park, NJ",Not available
HR Analytics and Reporting Manager,"Determine the strategy to evolve HR Analytics maturity level from descriptive to diagnostic reporting, predictive analytics to proscriptive outcomes....",Memorial Sloan Kettering,"New York, NY 10017 (Midtown area)",Not available
Chief Operating Officer,"Strong understanding of marketing concepts, social media, and website analytics. Chief Operating Officer....",Apple Montessori Schools,"Riverdale, NJ 07457",Not available
Focus Discovery Analytics Consultant,"Support for analytics and technology assisted review projects. High level consulting on search, analytics, predictive coding, conceptual categorization, and...",Lighthouse,Remote,Not available
"Director, Business Intelligence & Analytics","Working with infrastructure teams to design and implement internal analytic solutions. The Orchard is hiring a Director, Business Intelligence & Analytics to...",Sony Music Entertainment,"New York, NY 10010 (Gramercy area)",Not available
Analytics Division,Location: US (Various Locations) Experience: 3+ years Positions: 2 Job Description The Lead Business Analyst will be responsible for developing excel based...,Global Pricing Solutions,United States,Not available
Health Economics & Payment Policy Intern,Provide analytic support to projects designed to generate data demonstrating the comparative health economic value of Stryker products and services....,Stryker,"Allendale, NJ 07401",Not available
Watson Health Data Scientist,Two or more years of experience working in industry in a variety of health data analytic roles. Three or more years of academic or industrial experience in...,IBM,United States,Not available
"Director, Analytics, Real World Evidence Strategy and Analyt...","As Director Analytics, you will:. We have an exciting new opportunity for a Director Analytics, Real World Evidence Strategy and Analytics to join our team in...",Biogen,"Cambridge, MA",Not available
Researcher – Data Platform and Analytics,"Background in relational databases, big data systems, and data analytic techniques. Are you passionate about creating the next generation data platforms and...",Microsoft,"Redmond, WA",Not available
Engagement Manager – Audit Analytics and Data Solutions Port...,"Engagement Manager – Audit Analytics and Data Solutions Portfolio. In addition to application delivery, DAS offers full-scale design services, a robust mobile...",Deloitte,"Hermitage, TN",Not available
Strategy Analyst,"Strong collaboration, problem-solving and analytics skills. ADP is currently hiring a Strategy Analyst....",ADP,"Roseland, NJ 07068",Not available
Analytics Project Manager,"Analytics Project Manager. Analytics & Cognitive will work with our clients to:. The Analytics & Cognitive team leverages the power of data, analytics, robotics...",Deloitte,"Arlington, VA 22209 (Radnor-Ft Myer Heights area)",Not available
Use of artificial intelligence to validate data and to autom...,"The advances of Artificial Intelligence (AI) and automation have the potential to greatly enhance our information sharing, processing and analytics capabilities...",Not available,United States,Not available
Senior Project Director - Healthcare - Quantitative Research...,"We’re looking for qualified candidates with an understanding of and interest in research analytics and techniques, and an ability to use research to address key...",Lieberman,"Great Neck, NY 11021",Not available
Director Data Analytics,"Develop executive analytic presentations / materials, coordinate analytic requests, and support the analytic planning process to drive performance....",UnitedHealth Group,"Eden Prairie, MN 55344",Not available
"AD, PSS Business Intelligence & Analytics","You will partner directly with each of the Franchise Analytics Directors, to gather requirements for reporting and analytics....",Novartis,"East Hanover, NJ",Not available
Analytical Consultant,"This position will design, deliver, and provide client consultation as required for CIS Analytics / Decision Sciences analytical engagements, including proof of...",EXPERIAN,United States,Not available
"Manager, Business Analytics & Reporting","We are looking for a methodical, solutions-driven and customer-oriented Manager, Business Analytics & Reporting to develop a strong business alignment with and...",CentralReach,New Jersey,Not available
Total Rewards Manager,Conducting ongoing metrics analysis and supporting new analytic strategies for current and future measurement....,Amazon.com,"Newark, NJ",Not available
Journey Analytics Manager,Leads the advanced analytics analyst team in conducting advanced analytics projects to deliver solutions for strategic and pressing business questions....,Vanguard,"Malvern, PA 19355",Not available
"Analyst, HR Analytics",• HR Analytic Database. Proven track record with analytic thinking and logical reasoning abilities. Monthly update and publication of HR Analytics Salesforce...,Macys,"Cincinnati, OH 45202 (Mount Adams area)",Not available
Performance Analytics Specialist,Performance Analytics Specialist. The Auto and Property Claims Performance Analytics group is seeking a Performance Analytics Specialist to support Claim...,The Hartford,United States,Not available
Global Strategy & Business Development Analyst,"Company Description Ralph Lauren Corporation (NYSE:RL) is a global leader in the design, marketing and distribution of premium lifestyle products in four...",Ralph Lauren,"New York, NY",Not available
"Procurement Excellence Analyst - Quality , North America",This role helps influence the digitization and data analytics opportunities in the supplier quality data network. Background & Purpose of the Job....,Unilever,"Englewood Cliffs, NJ",Not available
Sales Analyst,"As an analytics and reporting guru, your job will be to leverage and design new analytics tools and dashboards to identify new trends, white spaces, and other...",Unilever,"Englewood Cliffs, NJ",Not available
Talent Analytics Senior Analyst,Talent Analytics - 70%. The talent analytics responsibilities will be.  Design and build innovative analytics and reporting tools....,GAF Materials Corporation,"Parsippany, NJ",Not available
"Assistant Professor, Data Analytics","All areas of specialization in Data Analytics will be considered, with preference given to candidates who are able to teach courses in data analytics and/or...",Mercy College,"Dobbs Ferry, NY",Not available
"VP, Customer Insights & Analytics","Lead and develop the analytics team. Lead and evolve Belk’s customer analytics function; The Vice President, Customer Insights and Analytics, will be...",Belk,"Charlotte, NC",Not available
"Analyst, NA Business Intelligence and Analytics","Analyst, NA Business Intelligence and Analytics - 18001503. Must possess strong knowledge of current business analytics relevant to the Pharmaceutical industry....",Mylan,"Morgantown, WV",Not available
Associate - Risk Analytics,"Furthermore, as part of the Risk practice you'll contribute to the development of knowledge for the analytic group and you'll keep abreast of analytic best...",McKinsey & Company,"New York, NY 10022 (Midtown area)",Not available
ANALYTICS DEVELOPER - Enterprise Analytics,2 to 3 years of experience in business analytics with working knowledge of relational databases and data warehouses as well as performing quantitative and...,Cooper University Hospital,"Camden, NJ 08103",Not available
VP and Chief Data and Analytics Officer,Responsible for the development of the Data Strategy aligned with institutional priorities in collaboration with key healthcare executives and evangelizing...,UC Health,"Cincinnati, OH",Not available
Specialist TAM (Big Data / Analytics),Hands on experience leading large-scale big data & analytics projects. Experience with analytic solutions applied to the Marketing or Risk needs of enterprises....,Amazon.com,Delaware,Not available
Senior Business Intelligence and Analytics,Bachelor of Science or Bachelor of Art and 2 years' data analytics experience OR 4 years' data analytics experience....,Walmart Stores,"Bentonville, AR 72712",Not available
"Director, Business Analytics Planning",Directs analytics team in executing the portfolio financial plan by ensuring consistency in processes and application of best practices across category teams....,Walmart Stores,"Bentonville, AR 72712",Not available
Quantitative Analyst,"Working in multi-disciplinary teams, RAND Project Analysts apply project management and quantitative analytic skills to help projects collect data, analyze data...",RAND,United States,Not available
"Data Scientist, Analytics","As the technological hub between lenders and capital markets, dv01 provides all parties with unprecedented data transparency, insight, and analytics....",dv01,New York State,Not available
Forecasting Analyst,"As a member of the Business Analytics team, the Forecasting Analyst will report to the Manager of Operational Forecasting....",goPuff,"Philadelphia, PA",Not available
R&D Data Analyst,"GENERAL DESCRIPTION – PURPOSE OF ROLE: Support the R&D Science and Project Management team in data collection, entry and summary of test results; accurate...",Blue Buffalo Co. Ltd Corporate,"Wilton, CT",Not available
Analytics Consultant,Follows the analytics problem solving methodology. Ensures timely completion of all analytics projects. Develops work plans to ensure analytics are completed...,Vanderbilt University Medical Center,"Nashville, TN",Not available
Business Analyst - Life Science,"Business Analyst - Life Science Position Description The business analyst will be responsible for supporting the business partner in the Commercial domain,...",CGI,"Summit, NJ",Not available
"Associate Partner, Cognitive and Analytics (Canada East)","The Associate Partner with subject matter expertise in Cognitive and Analytics is accountable for the successful sales and delivery of cognitive computing,...",IBM,California,Not available
Analytics Consultant,Skills Desired Minimum five (5) years of hands on experience in a technical positions with creation BIRT reports Minimum five (5) years of hands on...,Aliron International,"Church Street, UT",Not available
Data and Analytics Practice Lead,GDIT Data & Analytics COE (Center of Excellence). The Data & Analytics Practice Lead establishes and maintains the data & analytics practice and associated...,General Dynamics Information Technology,"Herndon, VA 20171",Not available
Director of Insights & Analytics,"8+ years of experience in digital analytics, market research or related field; The ideal candidate is as unique as our insights and analytics team....",Golin,"New York, NY",Not available
Data Analyst,"Google Analytics, Omniture, Chartbeat, Crimson Hexagon) and traffic patterns, as well as Social Media analytics platforms (i.e....",Major League Soccer,"New York, NY 10017 (Midtown area)",Not available
IS PMO Analyst Intern,"Pursuing study in Business Analytics, General Business, Statistics, Finance, Management Information Systems or similar degree....",Stryker,"Allendale, NJ 07401",Not available
"Manager, Strategy & Analytics",GENERAL SUMMARY & SCOPE Responsible for the development and direction of a data driven decision capability to inform strategic tradeoffs across the Supply...,Ulta Beauty,"Bolingbrook, IL 60440",Not available
Advanced Analytics Analyst - Predictive Modeling,ADVANCED ANALYTICS ANALYST – ID THEFT MODELING AND STRATEGY. Generates insights and drives measurable results from insights derived by advanced data analytics....,KOHLS,"Menomonee Falls, WI 53051",Not available
"Research Analyst, Economist/Data Scientist, Global Asset All...","Background in economics/finance with a focus on quantitative methods and data analytics. With over $460 billion in assets under management, Fidelity’s Global...",Fidelity Investments,"Boston, MA 02212 (Central area)",Not available
Analytics Manager,"In this challenging role, the Manager of Medicare Analytic Services has wide latitude in developing and applying advanced analytics for, and consulting with,...",CVS Health,"Scottsdale, AZ",Not available
"Manager, Applied Analytics","Be able to organize, lead, and deliver an analytics studies from requirements gathering through to delivery, stakeholder communication, and any ongoing support....",Comcast,"Philadelphia, PA 19103",Not available
Supply Chain Analytics Senior Consultant,"Supply Chain Analytics Senior Consultant. We provide operational know-how, digital technologies, advanced analytics, and industry-specific hybrid solutions to...",Deloitte,"Philadelphia, PA 19103",Not available
"Analytics Analyst, Ecommerce","2+ years with Web Analytics software (Google Analytics or Adobe) and tag management (Ensighten, Google Tag Manager, Adobe Dynamic Tag Manager, etc.)....",Payless ShoeSource,"Topeka, KS",Not available
Consumer Insights Strategist - Marketing,"5+ years in business analysis, strategic consumer analytics, health data analysis, database design, and database mining....",VIRTUA,"Marlton, NJ",Not available
Data Analytics Associate,The group is seeking a seasoned Data Analytics Associate with experience in financial services/banking to create data offerings and help build a robust data...,Morgan Stanley,"New York, NY",Not available
Analyst – Advanced Analytics (Corporate),"Knowledgeable in statistical analysis, quantitative analytics, forecasting, predictive analytics, multivariate testing, and/or optimization algorithms....",MGM Resorts International,"Las Vegas, NV",Not available
"VP, Business Strategy Analytics","Well-developed marketing analytics skills:. Retrieve data and conduct data driven industry-leading analytics utilizing various analytical tools, software and...",Citi,"Long Island City, NY 11101",Not available
Data Scientist (Product),"You have the technical competence to perform more advanced analytics:. Coding skills for analytics and data extraction (SQL, R, Python, Pandas)....",Spotify,"New York, NY 10011 (Chelsea area)",Not available
"Senior Consultant, Strategy & Analytics, Analytics & Cogniti...","Deloitte Consulting LLP seeks a Senior Consultant, Strategy & Analytics, Analytics & Cognitive in New York, NY and various unanticipated Deloitte office...",Deloitte,"New York, NY 10004 (Financial District area)",Not available
Contract Analytics Manager,Expertise with Excel and/or quantitative analytics software. The Contract Analytics Manager (CAM) is responsible for utilizing advanced analytics to develop and...,GlaxoSmithKline,"Research Triangle Park, NC",Not available
Watson Health- Principal Analytics Consulting,Lead technical scoping and design of new healthcare analytics projects. Modify and de-bug Base SAS code to deliver healthcare analytics projects....,IBM,United States,Not available
Supply Chain Management – Solution Specialist – Product Anal...,"Bachelor’s (Masters preferred) in STEM, Analytics, Information Technology, or equivalent and 3 to 5 years of applied data management / analytics experience....",Deloitte,"Gilbert, AZ",Not available
"Director, Business Science & Analytics","Knowledge of a variety of analytic tools. Fluency in SAS, SPSS, R or any other advanced analytics software package....",MediaCom,"New York, NY",Not available
Senior Analyst- Business Analytics,The Sr Analyst Business Analytics role will provide analytical support to drive action and superior business performance....,Spindrift,"Newton, MA",Not available
"Manager, Sales Operations & Analytics","Data analysis providing business intelligence, sales analytics and current performance reviews. This is a critical role for the organization that will provide...",Glenmark Pharmaceuticals Inc.,"Paramus, NJ 07652",Not available
Data Scientist - Associate Director (#1 of 2),JOB PURPOSE: Understand complex and critical business problems from Country/Regional/Global business functions. Formulate integrated analytical approach to...,Novartis,"East Hanover, NJ",Not available
"Manager, Product Development Analytics, Global Acceptance So...","O data analytics and storytelling. The Manager Analytics, Product Development will work with the SVP, Product Development, to lead story telling through data,...",MasterCard,"Purchase, NY 10577",Not available
"Manager, Global Commercial Analytics - Abbott Point of Care","Advanced degree in Business Analytics Market Research, Mathematics, Finance, Economics, Engineering, Social Science, Business, other Scientific degree or...",Abbott Laboratories,"Princeton, NJ",Not available
Manager/Sr. Manager Client Analytics,Manager Client Analytics. Manage analytics projects while working with internal clients and custom analytics consultants....,Symphony Health Solutions,United States,Not available
Strategic Analytics Senior Consultant,"Proven knowledge of advanced analytics and statistics. As a Strategic Analytics Senior Consultant, you are responsible for driving clinical intelligence that...",CVS Health,"Lincoln, RI",Not available
DISTRIBUTION FORECAST ANALYST,"Distribution, Logistics, Order Fulfillment, Performance Management, Analytics, Customer Service and Purchasing....",Adidas,"Wilkes-Barre, PA",Not available
Analytics Leader- Decision Science,"The Analytics Leader has deep technical knowledge of operations research optimization models, simulation models, and core data science/data engineering skillset...",Delta Air Lines,"Atlanta, GA 30320",Not available
Senior HCMS Analytics Analyst (Corporate),The Senior HCMS Analytics Analyst will be responsible for driving Human Capital Management solutions via advanced analytics within Workday....,MGM Resorts International,"Las Vegas, NV",Not available
"Senior Manager, People Analytics (Analyst, Business IV)","Define and drive the people analytics strategy. The Senior Manager, People Analytics will provide strategic direction and thought leadership to Avnet’s Global...",Avnet,United States,Not available
Senior Pricing Analyst,"Strong understanding of client analytics, financials, and value trade offs. The Senior Pricing Analyst role will be responsible for all pricing activities in...",Express Scripts,"Franklin Lakes, NJ 07417",Not available
"Product Analyst, Revenue Operations & Analytics, Digital Ope...","Product Analyst, Revenue Operations and Analytics The Product Analyst, Revenue Operations and Analytics is responsible for the execution of business initiatives...",Conde Nast,"New York, NY 10007 (Financial District area)",Not available
Sales Executive - Managed Analytics,The Sales Executive is responsible for selling Managed Analytics and Managed Services across multiple industries....,Deloitte,"Seattle, WA 98104 (First Hill area)",Not available
"Financial Analyst, Backbone Analytics","Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building...",Facebook,"Austin, TX",Not available
"Associate, Data Scientist",Duties: Work in the Natural Language Processing (NLP) team within the Center Of Excellence. Work on multiple projects solving different NLP problems for...,JP Morgan Chase,"New York, NY 10179 (Midtown area)",Not available
Principal Analyst - Sales Ops Reporting & Analytics,"Principal Analyst - Sales Ops Reporting & Analytics. We are actively searching for a detailed and highly organized Principal Analyst for our Sales Ops,...",Pearson,"Hoboken, NJ",Not available
Advanced Analytics Manager 1 (GEC11845),"Certificate in business analytics, data mining, or statistical analysis. Collaborates with Advanced Analytics Experts to develop new data analysis techniques....",Walmart eCommerce,"San Bruno, CA 94066",Not available
Product Analyst - Consumer Data Science,"Prior experience in Product Analytics or other forms of data analysis. At Uber, we ignite opportunity by setting the world in motion....",Uber,"San Francisco, CA 94103 (South Of Market area)",Not available
"Consumer Insights Research Manager, Global",We are a growing team responsible for building a holistic view of Nike’s consumers through data and analytics and applying those insights to inform the...,NIKE INC,"Beaverton, OR 97006 (Triple Creek area)",Not available
Analytics and Insights Intern,Analytics and Insights Intern :. Identify opportunities to deliver business value through people analytics. Become the Newest Member of the VF / NewCo Family....,VF Corporation,"Greensboro, NC 27401",Not available
"Senior Director, Channel Analytics","Two (2) years of hands-on experience with enterprise web analytics (i.e., Google Analytics Premium, Adobe Analytics, etc.). Data and Analytics....",Hilton Corporate,"Addison, TX",Not available
Financial Analyst - M&A Deal Sourcing,Analytics and comfort with numbers. The Corporate Development Team at Cognizant plays a pivotal role in driving the growth and vision for Cognizant long term...,Cognizant,"Teaneck, NJ",Not available
Retail Analytics - Senior Manager,We are currently seeking a dynamic person become the new Senior Manager for Retail Analytics . Providing key strategic insights and analytics to drive business...,CVS Health,"Woonsocket, RI",Not available
Data & Analytics Specialist I,Data & Analytics Specalist role. Measures the effectiveness of the data and analytics strategies in driving performance improvement....,Erie Insurance,"Erie, PA 16530",Not available
B2B Insights Analyst,Working on our team is a premier opportunity to build your career in business and data analytics. The B2B Insights & Analytics team is responsible for...,Wayfair,"Boston, MA 02116 (South End area)",Not available
Forecasting Analyst,Supports the functional objectives of Clinical Trial Analytics:. Supports global site selection through the creation and deployment of analytics and metrics...,Bristol-Myers Squibb,"Princeton, NJ 08540",Not available
Controllership – Analytics & Insights Senior Consultant,"Economics, Finance, Accounting, Business Analytics Math/Engineering:. Data Analytics, Computer Science, Management Information Systems....",Deloitte,"Parsippany, NJ",Not available
Consultant – Financial Planning and Analytics Technology,"We are particularly interested in candidates with experience using any of the multi-dimensional solutions on the market today – TM1/Planning Analytics, Hyperion...",Revelwood,"Parsippany, NJ 07054",Not available
Sr. Analyst of Loyalty Analytics,2+ years of experience with CRM / database marketing and customer analytics (loyalty and retention); The purpose of this position is to use analytics and data...,Arby's,"Atlanta, GA 30338",Not available
Clinical Senior Assistant/Associate Professor of Business An...,"Candidates should have a terminal degree in information systems, operations management, industrial engineering, operations research, business analytics, or...",William & Mary,"Williamsburg, VA",Not available
Sr. Product Data Scientist,"Background & Purpose of the Job The primary purpose of a Sr. Product Data Engineer is to harness the power of digital systems, disseminate the learning, and...",Unilever,"Englewood Cliffs, NJ",Not available
"Project Manager, Analytics","Oversee and usher complex, multi-disciplinary analytics projects through the entire project lifecycle using your knowledge of data, analytics, project...",NYC Health + Hospitals,"New York, NY",Not available
MACHINE LEARNING AND DATA ANALYTICS RESEARCHER,"Your goal will be to improve database structures, performance measures, and predictive analytics. You are endlessly curious about machine learning and are eager...",Andrew Davidson & Co,United States,Not available
"Manager, Data and Analytics Services Team","Delivery team - Extensive experience building and delivering on data, platforms, reporting and advanced analytics capabilities....",Amazon.com,"Seattle, WA",Not available
Strategy Consultant - Chief Analytics Office,The IBM Chief Analytics Office is an elite analytics consulting team that is tasked by IBM executives to pursue our most complex strategic issues....,IBM,"Armonk, NY 10504",Not available
Business Intelligence Analyst,"Experience with reporting analytics, SQL queries, Excel, PIE, business objects, and DA2. Utilizing your experience working with internal and external clients...",Cerner Corporation,"Kansas City, MO 64116",Not available
Research Analyst,"DRG helps leading healthcare companies improve their operational and strategic performance by providing the industry's best data, analytics, and insight-based...",Decision Resources Group,"Parsippany, NJ",Not available
Advanced Analytics Manager,"Advanced Analytics Manager(Job Number:. Excellent collaborative skills, ability to influence diverse audiences and build strong partnerships with stakeholders...",Invesco,United States,Not available
2-Year Analyst Program - Alternative Investments Analytics a...,"Passion for the markets and quantitative analytics. Barings Alternative Investments (BAI), the private equity and real estate division of Barings, is seeking a...",Barings,"Charlotte, NC",Not available
"Forecasting Analyst, Hardware Customer Care","You will use analytics to solve day-to-day operational problems, build mathematical models to improve operational and business planning, and act as a subject...",Google,"Mountain View, CA",Not available
"Executive Administrator, Visa Consulting and Analytics","Job Description This Executive Administrator position will involve managing a complex senior executive calendar that includes scheduling meetings, travel,...",Visa,"San Francisco, CA 94105 (Financial District area)",Not available
"Manager, Retail Analytics","Present analytic insights, results, and recommendations— to internal analytics and business development teams —in a clear and compelling manner....",Catalina Marketing,"Saddle Brook, NJ 07663",Not available
Senior Analyst – Hotel & Retail Analytics (Corporate),"Drives the demand management process through reviewing, prioritizing, and reporting on Property/Corporate requests to Vice President – Hotel, F&B, Entertainment...",MGM Resorts International,"Las Vegas, NV",Not available
"Product Analyst, Data Science","As a data-loving member of the team, you serve as an analytics expert for your partners, using numbers to help them make better decisions....",Google,"Seattle, WA",Not available
"Director, Data Strategy","Strong analytic capabilities, and written and oral communication skills. The Data Strategy team in the Data Strategy & Management organization (Chief Data...",MasterCard,"Purchase, NY 10577",Not available
"Scientific Director, Human Genetics (Population Analytics)","Janssen Research & Development, L.L.C., a division of Johnson & Johnson's Family of Companies is recruiting for a Scientific Director, Human Genetics, leading...",Johnson & Johnson Family of Companies,"Spring House, PA",Not available
"financial analyst, Data Management - Seattle, WA",Job Summary and Mission This job contributes to Starbucks success by preparing financial reports and analyses to support decision-making for assigned business...,Starbucks,"Seattle, WA 98134 (Industrial Complex area)",Not available
"Senior Data Scientist, Workforce Analytics","Is seeking a Senior Scientist, Workforce Analytics with a primary location in New Brunswick, NJ. The Workforce Analytics team at Johnson & Johnson provides the...",Johnson & Johnson Family of Companies,"New Brunswick, NJ",Not available
Senior Analyst - Loyalty Data Analytics,"1-3 years of experience in data analytics. Master’s degree in business management, analytics or quantitative field....",United Airlines Inc.,"Chicago, IL 60601 (Loop area)",Not available
Reporting Data Analyst,Amazon is seeking an experienced analyst to join the centralized WW Transportation Risk and Compliance (TRC) team. We are looking for an individual who can...,Amazon.com,"Seattle, WA",Not available
Knowledge Analyst- Innovation Analytics,"This individual will be focused primarily on the Innovation Analytics topic (encompassing Intellectual Property and Network Analytics), though he/she will at...",The Boston Consulting Group,"Atlanta, GA",Not available
Data & Applied Scientist,"Design, prototype, implement and test descriptive and predictive analytics models. Our team plays a key role in providing data and analytics within Core...",Microsoft,"Redmond, WA",Not available
"Sr. Director, Analytics & Strategic Prog Design","Translating questions and objectives into well-defined analytics proposals to achieve business strategy. Director, reporting to VP, Provider & Network Analytics...",Aetna,"New York, NY 10016 (Gramercy area)",Not available
"Business Manager, Revenue Forecasting & Analytics","10+ years of experience in analytics, business strategy or financial planning. Provide deep analytic support and business context to identify and drive critical...",Facebook,"New York, NY 10017 (Midtown area)",Not available
