Title,Summary,Company,Location,Salary
Business Intelligence Analyst I,"1+ Experience working as a business intelligence analyst. The Business Intelligence Analyst requires a certain level of experience with databases, SQL, Excel,...",Prolacta Bioscience Inc,"Duarte, CA",Not available
Business Intelligence Analyst Sr,They should be able to communicate those insights in a way that builds confidence and enables decisions that drive business value....,Nordstrom,"Seattle, WA",Not available
Business Intelligence Analyst,The Business Intelligence Analyst will focus on creating and maintaining critical reports that help drive business decisions....,"Sara Lee Frozen Bakery,LLC","Oak Brook, IL",Not available
Business Analyst - Artificial Intelligence,"Be the liaison between the business units, technology teams and support teams. Strong analytical and product management skills required, including a thorough...",Genpact,"Stamford, CT","$120,000 - $140,000 a year"
Lead Business Intelligence Analysts,"Analyze technical, cost, risk & business implications of potential decisions on other projects & client needs and incorporate these into recommendations....",Wavicle Data Solutions,"Chicago, IL",Not available
Business Intelligence Analyst,The Reporting & Business Intelligence Team is currently seeking a dynamic individual to put our clients first as a Business Intelligence Analyst....,Brown Advisory,"Baltimore, MD",Not available
Database Administrator,Assists in the development of reporting and business intelligence analyses. Responsibilities for MMPA business include:....,Michigan Milk Producers Association,"Novi, MI",Not available
Intelligence Analyst - TS/SCI - MacDill AFB,Collects data using a combination of standard intelligence methods and business processes. Experience researching and writing intelligence reports....,General Dynamics Information Technology,"MacDill AFB, FL",Not available
Business Intelligence Analyst,"Create business requirements and related BI documentation. Experience gathering and analyzing business requirements, and translating them to technical...",Hallmark,"Santa Monica, CA 90403",Not available
"Analyst, NA Business Intelligence and Analytics","Analyst, NA Business Intelligence and Analytics - 18001503. Experience with business intelligence tools such as:....",Mylan,"Morgantown, WV",Not available
ERP Business Intelligence Analyst,Four (4) year of experience in Business Intelligence Analyst role; The Business Intelligence Analyst exercises independent judgement and discretionary decision...,County of Milwaukee,"Milwaukee, WI","$60,277 - $75,456 a year"
Business Intelligence (BI) Analyst,Experience with business intelligence tools and data visualization concepts (i.e. Consistently deliver high-quality business intelligence solutions and services...,Beyond Finance,"Beverly, MA",Not available
Senior Business Intelligence Analyst,Aids in the implementation and system support of business intelligence applications. Data and Business Analytics....,Northern Light Health,"Brewer, ME",Not available
Business Intelligence Analyst (Locals Only),"Business Intelligence (BI) Analyst:. The Business Intelligence (BI) Analyst role identifies business intelligence, reporting, and data analysis needs....",Inspur USA Inc.,"Redmond, WA",Not available
Intelligence Analyst,"3+ years of experience with intelligence gathering tools. Provide information to management via a profile or report, including crime and incident statistics...",Centene Corporation,"Clayton, MO",Not available
Senior- Intelligence Exploitation Analyst,The position of Senior Intelligence Exploitation Analyst shall possess the following qualifications:. Intelligence Targeting Analysts enable the F3EAD targeting...,QUICK SERVICES LLC,"Fayetteville, NC 28307",Not available
BI Developer,The Application Developer develops new software applications and web services in support of the achievement of business requirements....,Allied Solutions,"Carmel, IN 46032",Not available
Cyber Intelligence Analyst,Able to engage with cyber intelligence analyst counterparts across the DoD. Formal training as an intelligence analyst or officer – graduate of US Govt or...,Apex Systems Inc,"Sumter, SC",Not available
Analytic Consultant 5 - AFS Business Data Analyst,"Data management, metrics & business intelligence, data warehouse. You will have the opportunity to interact with business and technology partners across...",Wells Fargo,"Charlotte, NC",Not available
Salesforce Business Analyst,"Salesforce Business Analyst. Partner with Training and Business Intelligence team(s) to increase visibility of CRM data, improve sales processes & drive user...",Mason Frank International,"King of Prussia, PA",Not available
Business Intelligence Analyst,"The Business Intelligence Analyst, Marketing and Digital Media will play an important role in the Business Intelligence department that support Marketing,...",New Orleans Pelicans and Saints,"Metairie, LA",Not available
"Analyst, Finance Business Intelligence","As Business Intelligence Analyst, you will combine business acumen, technology and innovation to organize data, enable insights and create the world’s most data...",Google,"Sunnyvale, CA",Not available
Business Intelligence Analyst,"Endeavor Communications has an opening for a Business Intelligence Analyst in our Cloverdale, Indiana office....",Endeavor Communications,"Cloverdale, IN",Not available
Sr Business Intelligence Analyst,The Senior Business Intelligence Analyst will report to the VP of Sales Operations. 3+ years experience with Business Intelligence tools (Tableau certification...,Dining Alliance,"Waltham, MA 02452",Not available
Business Intelligence Analyst III - Multiple Locations!,"Business Intelligence Analyst III - Multiple Locations! Individuals within the Business Intelligence (BI) Analyst II & III roles identify business intelligence,...",Guardian Life Insurance Company,"Bethlehem, PA 18017",Not available
Data Analyst/Merchandising & Training,Business Intelligence Merchandising & Training Analyst. Represent the Business Intelligence Team in cross-functional Samsung meetings....,American Merchandising Specialists,"Ridgefield Park, NJ",Not available
Business Intelligence Analyst,"We are currently recruiting for a Business Intelligence Analyst to join our team. As the Analyst, you will be responsible for taking the business data and...",Broadridge,"Newark, NJ 07102 (Central Business District area)",Not available
Senior Business Intelligence Analyst,"As a Senior Business Analyst for the WW Business Development, Advertising, and Entertainment (WW BDAE) HR Analytics team you will partner with business and HR...",Amazon.com,"Seattle, WA",Not available
Business Intelligence Analyst,"The Business Intelligence (BI) Analyst is responsible for identifying business intelligence, reporting, and data analysis needs....",Gate City Bank,"Fargo, ND",Not available
"Senior Analyst, Business & Analytics",Serve as liaison to the University’s business intelligence working group and provide project management leadership for data analytic initiatives....,Saint Joseph's University,"Philadelphia, PA 19131 (Wynnefield area)",Not available
intelligence analyst,Intelligence Analysis Tools. Train others as intelligence analysts. Previous experience conducting signals intelligence analysis....,LOCKHEED MARTIN CORPORATION,"Aurora, CO 80011 (Norfolk Glen area)",Not available
Analyst - Health Intelligence,Health Intelligence Analyst. Translates business requirements into data driven reports/applications. Will be involved in other analytical projects that relate...,KePRO,"Nashville, TN",Not available
Business Intelligence Analyst,"Working as embedded intelligence expert as part of an integrated cross-functional team, Business Intelligence (BI) Analyst turn data into information and...",Spectrum Health,"Grand Rapids, MI",Not available
Data Analyst,Ability to articulate institutional and business operational processes. Performing business process reviews to identify security gaps and vulnerabilities and...,Verizon,"Basking Ridge, NJ 07920",Not available
Sr. Data Analyst/Sr. Business Intelligence Analyst,Cincom delivers and supports innovative software and services to simplify complex business processes. About Cincom Systems....,"Cincom Systems, Inc.","Cincinnati, OH 45246",Not available
Business Analyst,Lead a global Team delivering incremental business value & user satisfaction. Opportunity to lead one of the core platforms in JPMorgan’s Global Banking...,JP Morgan Chase,"New York, NY 10179 (Midtown area)",Not available
Open Source Intelligence Analyst (Malay),"Familiarity with the Intelligence Cycle and intelligence analysis standards and tradecraft. COLSA Global Corp, a subsidiary of COLSA Corporation, is seeking...",colsa global group,"Huntsville, AL",Not available
Threat Intelligence Analyst,Preparation of all-source intelligence products; Integrating incoming information with current intelligence and investigations;...,Amazon.com,"Seattle, WA",Not available
"Data Analyst (Access, SQL, SSRS)","$60,000 - $85,000 a year


                            Kinetic Personnel Group is currently recruiting for a Data Analyst for a Public Health Agency (government entity)....",Kinetic Personnel Group,"Ontario, CA","$60,000 - $85,000 a year"
Business Intelligence Manager,"Experience with business intelligence tools, e.g. Tableau. _Lead business intelligence platform integration and maintenance, defining and building reports and...",Insight Global Staffing,"Atlanta, GA 30319",Not available
Intelligence Analyst,"Experience drafting intelligence briefs, threat assessments, and other intelligence products. The Analyst will be expected to perform a variety of tasks,...",Secure Community Network,"Chicago, IL",Not available
Business Intelligence Analyst,"Business Intelligence Analyst. The Business Intelligence Analyst will participate in the implementation and support of a new ERP suite, by gathering...",Indiana Packers Corporation,"Delphi, IN 46923",Not available
Business Intelligence Analyst,The Business Intelligence Analyst will play an integral role in our budding Business Intelligence and Analytics group....,Acuant,"Manchester, NH",Not available
Intelligence Analyst,Experience conducting targeted searches and analyses of intelligence databases to including but not limited to:....,Red Gate Group LTD,"Reston, VA 20191",Not available
Intelligence Analyst,In STEM or related intelligence field. Manage Intelligence Community collection and production requirements for particular efforts in support of various program...,Blue Sky Innovators,Virginia,Not available
Competitor Intelligence Analyst,The Competitor Intelligence Analyst will be a key part of the Global Competitor Strategy Team. The Competitor Intelligence Analyst should relish solving...,Dyson,"Chicago, IL 60654 (Loop area)",Not available
Business Intelligence Analyst,"Analyzes business intelligence data. Collects business intelligence data from various resources. Maintains and updates business intelligence tools, databases,...",Exeter Finance LLC,United States,Not available
Intelligence and Image Analyst,"The Boeing Company is seeking an Intelligence and Image Analyst for the enterprise Geo-Spatial Product Quality group located in Springfield, VA....",BOEING,"Springfield, VA 22153",Not available
Senior Business Intelligence & Reporting Analyst,"Experience of project delivery / business change within Business Intelligence. As the Senior Business Intelligence & Reporting Analyst, you will have the...",Dyson,"Chicago, IL 60654 (Loop area)",Not available
SQL Developer / Integration Developer,"Additional duties will include business intelligence and data analytics development. Business Intelligence development in Microsoft stack (SSIS, SSAS, SSRS, SQL...",iTalent Digital,"San Francisco, CA",Not available
Vetex Aerospace LLC- Applications Business Intelligence Anal...,This Applications Business Intelligence Analyst will be responsible for building applications based tools to improve process flows and business tasks associated...,Vertex Aerospace LLC,"Madison, MS",Not available
Data Analyst,"Minimum 2 year of professional experience with analytics, business intelligence, management consulting, investment banking....",Uber,"San Francisco, CA 94103 (South Of Market area)",Not available
Americas Business Intelligence Manager,The Americas Business Intelligence team is looking for an exceptional manager with a proven record of leading a team of business analysts....,Apple,"Austin, TX 78758 (North Austin area)",Not available
Business Warehouse Analyst,A strong understanding of SAP Business Intelligence and SAP Data Warehousing concepts. Working with key business users to understand current business problems...,Konica Minolta,"Ramsey, NJ",Not available
Business Intelligence Analyst,"Currently we have a Business Intelligence Analyst opportunity at Ellsworth Adhesives, located in Germantown, WI....",Ellsworth Corporation,"Germantown, WI",Not available
Business Intelligence Analyst,And shipping products so business owners can focus on more important aspects of their brand. Who We Are:....,ShipBob Inc,"Chicago, IL 60607 (Near West Side area)",Not available
Business Intelligence Analyst,"Business Requirements Intake:. We are searching for a Data Analytics Consultant to help with the team’s analytics, business intelligence and executive reporting...",NorthStar Solutions Group,"Philadelphia, PA",Not available
Intelligence Analyst 6886,Documented experience solving intelligence problems and filling intelligence gaps through collection of airborne and space-borne imagery within the last two (2)...,Salient CRGT,"Springfield, VA",Not available
Business Intelligence Specialist,"Strong experience designing and developing business intelligence applications, preferably using TIBCO Spotfire....",FedEx Supply Chain,"Cranberry Township, PA",Not available
Competitive Intelligence Analyst - HCM,Workday is growing its Competitive Intelligence team and we are looking for a Competitive Intelligence Analyst to focus on Workday HCM....,Workday,"Pleasanton, CA 94588",Not available
Business Intelligence Analyst,"The Business Intelligence Analyst is responsible for partnering with the lines of business to support their reporting, analytical and informational needs....",Cole Haan,"Greenland, NH 03840",Not available
"Business Intelligence Analyst - Senior, Full-Time (Annapolis...","Gain a detailed understanding of the business operations driving analytics needs. Develop reports and analytical tools using Epic Reporting Workbench, Radar,...",Anne Arundel Medical Center,"Annapolis, MD 21403",Not available
Intelligence Analyst Intern,"The Intern Analyst supports and conducts research for various cases, and contributes to due diligence investigations, fraud investigations, asset searches, and...",Custom Information LLC,"Miami, FL",Not available
Business Intelligence Analyst,Prior experience with business intelligence tools is highly preferred. Upwell Health is seeking a full time BI Analyst....,UpWell Health,"Cottonwood Heights, UT",Not available
Senior Business Intelligence Analyst,"As a Business Intelligence Analyst for our Carrier Strategy team, you will collaborate across the organization to drive programs that are strategically...",Convoy,"Seattle, WA",Not available
Business Intelligence Analyst,"Strong business acumen. Synthesize current business intelligence or trend data to assess area of improvement, support recommendations for action, define and...",EMINENT INC,"Cerritos, CA 90703",Not available
Market Intelligence Analyst,The UPMC Insurance Services Division Market Intelligence team is looking for a Market Intelligence Analyst to primarily support WorkPartners....,UPMC,"Pittsburgh, PA 15219 (Middle Hill area)",Not available
Competitive Intelligence Analyst,"Put your intelligence to work. Manage elements of, and execute on, a comprehensive competitive intelligence plan....",Esri,"Redlands, CA",Not available
Senior Audit Manager - Analytics and Reporting - Global Cons...,"Demonstrated knowledge and experience with SAS, SQL, Business Intelligence and Data Visualization tools. Will work with all levels of management within Internal...",Citi,"Irving, TX 75039",Not available
Business Analyst,2-3 years of business analyst experience in the data related projects. Our mission is to enable better business intelligence and decisions through data that is...,UBS,"Weehawken, NJ",Not available
Business Intelligence Analyst (Req. 101018.01-N14),Business Intelligence Analyst. Sehlke Consulting is currently seeking a qualified Business Intelligence Analyst to join one of our Navy program efforts....,Sehlke Consulting LLC,"Arlington, VA",Not available
Threat Intelligence Analyst,The Threat Intelligence Analyst:. Validates known intelligence with data from additional sources. Operationalizes threat intelligence in formats applicable to...,Fidelis Cybersecurity,United States,Not available
Business Analyst,Provide assistance in trending KPI's to assist in appropriate use of business intelligence and clinical support teams....,UPMC,"McKeesport, PA 15132",Not available
Expert- Intelligence Exploitation Analyst,Knowledge of SOF and CT/counter proliferat ion intelligence experience is required. Intelligence Exploitation Analysts are responsible to support and engage in...,QUICK SERVICES LLC,"Fayetteville, NC 28307",Not available
"Business Intelligence Analyst (FT), Administration – Days","Supports operational and strategic data analysis and reporting related to business operations, performance improvement, business intelligence and growth...",D-H Manchester-Reg Admin,"Bedford, NH",Not available
Business Analyst - Business Intelligence,"Proficiency with Business Intelligence platforms and visualization tools (i.e. Tableau, OBIEE, Looker, Business Objects, QlikView)....",UBS,"New York, NY",Not available
Business Intelligence Analyst,Business Intelligence Analyst. As the Business Intelligence Analyst you will advocate for the use of data solutions that drive business insights while working...,SFM Mutual Insurance Company,"Bloomington, MN",Not available
Junior Business Intelligence Solutions Analyst,"Wacom is seeking a Junior Business Intelligence Solutions Analyst. Work directly with system end-users, business analysts and technical staff to translate...",Wacom,"Portland, OR 97209 (Pearl District area)",Not available
Marketing Analyst,"In addition, you will partner closely with their Finance Planning & Analysis and Business Intelligence teams, making sure they are spending their media budget...",Aquent,"San Francisco, CA 94102 (Downtown area)",Not available
Senior Risk Analyst,Experience with Business Intelligence reporting tools such as PowerPivot/Tableau. Business Unit/Enterprise Function....,Ally Financial Inc.,"Charlotte, NC 28217 (Olde Whitehall area)",Not available
VMO Analyst,"Minimum of 2+ years’ experience in a business intelligence, financial performance analysis, market analysis, sourcing/procurement and contract management....",McKesson,"Township of Moon, PA",Not available
Analyst I - Business Analytics & Insight - Full Time - Days,Experience with business intelligence applications. Innovative solutions to business challenges. Minimum 1 year business experience required;...,ProMedica,"Maumee, OH 43537",Not available
"Analyst, Advanced Analytics, Business Intelligence",We are looking to hire a 1-2 year Analyst in our Advanced Analytics Department to focus on Business Intelligence....,ConnectiveRx,"Blue Bell, PA 19422",Not available
Business Intelligence Analyst,"Business Intelligence, Business Analyst, Testing, Technology. As the Business Intelligence Analyst, you will work with business partners to gather requirements,...",Lincoln Financial,"Greensboro, NC",Not available
Junior Intelligence Analyst,"Federal Data Systems is looking for a Junior Intelligence Analyst to work at Fort Meade. 3-4 years of military intelligence experience, or,....",FEDDATA,"Fort Meade, MD",Not available
Senior Business Intelligence Analyst,The Supply Chain Department has an opening for a Business Intelligence Analyst to support manufacturing operations. IT Business Knowledge:....,Albertsons Companies,"Boise, ID 83706 (Southeast Boise area)",Not available
Bloomberg Intelligence: US Regional Banks Analyst,"US Regional Banks Analyst. We analyze the unique attributes of each business, how it competes against other companies in its industry and how the business...",Bloomberg,"New York, NY",Not available
Sr. Business Intelligence Analyst,Spredfast + Lithium is looking for an expert Senior Analyst to join our Business Applications team. Ability to be a business thought partner finding ways use...,Spredfast + Lithium,"Portland, OR 97209 (Pearl District area)",Not available
Risk Analyst - Competitive Intelligence,"MARKET & COMPETITIVE INTELLIGENCE EXPERTISE:. Research, analyze and develop intelligence on products, customers, competitors and market conditions delivering...",Farm Credit Mid-America,"Louisville, KY",Not available
FP A Manager,"$35 - $50 an hour


                            Understanding of Business Intelligence (BI) reporting tools required. Enable effective Business Intelligence (BI) to provide forward-looking insight and...",Accountemps,"Lafayette, CO 80026",$35 - $50 an hour
"Sr. Analyst, Competitive Intelligence","Work experience in competitive intelligence, market intelligence, strategy, sales engineering, technical marketing, product marketing, or product management is...",Contrast Security,"Los Altos, CA",Not available
Senior Business Intelligence Analyst,"Senior Business Information Analyst. Proficient in Business Information (BI), Business Objects (BO), Oracle Business Intelligence (OBI), PeopleSoft and other...",Vanderbilt University Medical Center,"Nashville, TN",Not available
Senior Business Intelligence Analyst,Excellent business acumen. The Senior Business Analyst is a member of the business analytics and insights team responsible for leveraging analytics to drive...,SmartPak Equine LLC,"Plymouth, MA",Not available
Senior Business Intelligence Analyst,Our Business Intelligence Team is looking for a senior business intelligence analyst to harness the power of knowledge and scale our impact....,Charles Koch Institute,"Arlington, VA 22201 (Lyon Village area)",Not available
Senior Business Intelligence Analyst,"Knowledge of industry standard Business Intelligence (BI) solution tools, such as:. 5 years of successful experience in a healthcare business intelligence...","CARTI, Inc.","Little Rock, AR",Not available
Manager of Business Intelligence - Ranked #1 Company Culture,Costco Travel is seeking to hire a motivated and passionate person to lead our Business Intelligence group....,Costco Travel,"Issaquah, WA 98027",Not available
Business Intelligence Developer,"Business Intelligence Development:. Business Intelligence Tools (QlikView, Power B:. Experience in Business Intelligence tools (QlikView, Power BI and Excel...",Relevante,"Moorestown, NJ",Not available
Intelligence Analyst,"All-Source Analyst, SIGINT Analyst, CI Agent, HUMINT Collector, or Imagery Analyst. In lieu of a schoolhouse trained analyst;...",Norse,"Foster City, CA",Not available
JAST Intelligence Analyst,Intelligence analysis experience is defined as hands-on experience conducting real-world intelligence operations....,TechINT Solutions Group (TSG),"Reston, VA",Not available
"Watson Health - Data Analyst, GA","Exposure to Business Intelligence platforms (e.g., Cognos, Business Objects). 5+ yrs exp as Data Analyst in DW/ETL/BI projects....",IBM,"Smyrna, GA 30081",Not available
Sr. Business Intelligence Analyst,"Business Intelligence Analyst, you will specialize in delivering powerful insights through Report Development, Data Visualization and Analysis....",Loot Crate,"Los Angeles, CA 90031",Not available
Business Analyst - Chicago COE,Minimum 2 years of investment banking / consulting / business intelligence / strategy or related experience. Operations is pioneering how Uber manages rider and...,Uber,"Chicago, IL 60606 (Loop area)",Not available
Regulatory Business Analyst,Background in regulatory compliance and business intelligence in large-scale environments. Ability to work with Technical and Non-Technical business owners....,Bank of America,"Charlotte, NC 28255 (Wilmore area)",Not available
Senior Business Intelligence Analyst,"Experience with Adobe Analytics, Business Intelligence Tools. Motor Trend Group is seeking a full-time Senior Business Intelligence Analyst in the El Segundo,...",Motor Trend Group,"El Segundo, CA",Not available
Business Intelligence Analyst (314),"The Business Intelligence (BI) Analyst is responsible for identifying business intelligence, reporting, and data analysis needs....",Kings View Corporation,"Fresno, CA 93720 (Woodward Park area)",Not available
Senior Business Intelligence Analyst,We are in search of an Senior Business Intelligence Analyst that will be a solid contributor and leader. The Senior Business Intelligence Analyst will be relied...,Vivint Solar,"Lehi, UT 84043",Not available
Analytical Consultant,Topics include but are not limited to education on scoring model development and usage as well as business intelligence consulting around all cycles of consumer...,EXPERIAN,United States,Not available
Sr Analyst - Business Intelligence,"Analyst- Business Intelligence is a member of the Business Intelligence (BI) reporting team and is responsible for the process design, requirements gathering...",Luxottica Group,"Mason, OH 45040",Not available
Junior Business Intelligence Consultant,Reporting analysts must have a strong background in computer science and programming since they often need to create customized tools and applications to handle...,Numero Data LLC,"Herndon, VA 20170",Not available
Business Intelligence Analyst,Business Intelligence Analyst. Strong desire to learn new technologies related to Business Intelligence and data warehousing....,"FormFactor, Inc.","Livermore, CA 94551",Not available
Business Intelligence Analyst,"Design and develop highly visual, interactive, and layered business intelligence solutions using Tableau, SQL, Salesforce, & QuickBooks....",Tokuyama Dental,"Encinitas, CA 92024",Not available
Strategic Intelligence Analyst,"Support the business through annual capital planning process, helping to create business cases that garner investment....",Blue Cross Blue Shield of Michigan,"Detroit, MI",Not available
Basketball Analyst- Full Time,Advanced experience using and administrating a Business Intelligence visualization tool / server (Tableau or Power BI preferred)....,Miami HEAT,"Miami, FL 33132 (Downtown area)",Not available
HIDTA Intelligence Analyst - NWVDGI,HIDTA ISC Intelligence Analyst – NWVDGI. Training or coursework in intelligence analysis (preferred – Specific intelligence analyst training from law...,George Mason University,"Fairfax, VA","$50,000 - $56,000 a year"
All-Source Intelligence Analyst,All-Source Intelligence Analyst. Assist with the implementation of intelligence policies and procedures that impact the intelligence community (IC)....,Booz Allen Hamilton,"Wright-Patterson AFB, OH",Not available
Commercial Contract Operations Analyst,Experience in ERP (SAP) and reporting (Business Intelligence) systems . Coordinate dispute information with Chargeback Analyst and Distributor partners as...,TechData Service Company LLC.,"Franklin Lakes, NJ",Not available
IFS BI Analyst,IFS Supply Chain and Manufacturing Business Analyst. Our clients use high-tech software systems to facilitate all aspects of their business and identify as...,IT Works Recruitment,United States,Not available
Intelligence Analyst I (664844),Intelligence Analyst I – (664844). High School diploma or equivalent plus 3 or more years of intelligence analyst experience is required....,Ball Aerospace,"Dayton, OH",Not available
Senior Business Intelligence Analyst,Tapad is looking for a deeply thoughtful and capable Senior Business Intelligence Analyst to join our small but growing team....,Tapad,"New York, NY 10018 (Clinton area)",Not available
Business Intelligence Analyst,"As an integral member of our report delivery team, the Business Intelligence (BI) Analyst role identify business intelligence, reporting, and data analysis...","Seattle Genetics, Inc.","Bothell, WA",Not available
Sr. Business Analyst - Cafe Analytics,"Business Analyst - Cafe Analytics. Business Intelligence tool experience (Tableau, Power BI, etc.). As a Business Analyst at Capital One you will leverage...",Capital One,"McLean, VA 22107",Not available
Business Intelligence Analyst,Our Business Intelligence Analyst is responsible for delivering reporting and Business Intelligence solutions to business users and management....,Centuri Construction Group,"Phoenix, AZ 85027",Not available
Sr. Business Intelligence Analyst,"Senior Business Intelligence Analyst - Analytics - FT, Days - Ministry Service Center - Indianapolis, IN. Serve as a resource in MSC for business and technical...",Ascension Ministry Service Center,"Indianapolis, IN",Not available
Business Intelligence Developer,Meet regularly with Business Analysts to propose technical solutions to new business requirements and issues reported....,OPEN PLANET TECHNOLOGIES,"Philadelphia, PA 19151 (Morris Park area)",Not available
Intelligence Analyst - Active Top Secret/SCI eligible,"As an Intelligence Analyst with the VSP SAO Unit, you will conduct daily visa applicant screening and vetting utilizing various databases, in order to...",General Dynamics Information Technology,"Vienna, VA",Not available
Intelligence Analyst - Mid/Experienced Level,Craft written assessments of foreign intelligence that provide unique insight into target intentions unavailable from other intelligence disciplines....,National Security Agency,"Fort Meade, MD","$68,036 - $106,012 a year"
"Business Intelligence Analyst (FT), ACO – Days","Supports operational and strategic data analysis and reporting related to ACO operations, performance improvement, business intelligence and growth strategies....",D-H Manchester-Reg Admin,"Bedford, NH",Not available
Business Intelligence Analyst (12424),Understand business processes. Build close partnerships with business stakeholders and assist in developing their business requirements....,Globe Life And Accident Insurance Company,"McKinney, TX",Not available
Business Intelligence Analyst,"Support the implementation of our Business Intelligence solutions across the business, while streamlining and automating standardized and ad hoc reporting....",NBCUniversal,"Orlando, FL",Not available
Business Intelligence Analyst,"Course work and/or related business experience in Business Intelligence reporting using BI applications (Crystal Reports, Reporting Services, Business Objects,...",Sutter Health,"Sacramento, CA",Not available
Senior Business Intelligence Analyst,"We are searching for a Senior Business Systems Analyst — someone who works well in a fast-paced setting. Master’s degree in business administration, health care...",Texas Children's Hospital,"Bellaire, TX",Not available
Senior Business Data Analyst,"Senior Business Data AnalystWilmington, DEFunction:. TDP Program (performance metrics and business process analysis)....",M&T Bank,"Wilmington, NC",Not available
Bus Intelligence Analyst I,"Business Intelligence Analyst. 3+ years’ experience in Business Intelligence. Today, every business is a technology business....","Insight Enterprises, Inc.","Tempe, AZ 85283",Not available
Business Intelligence Analyst,Is seeking an expereinced Business Intelligence Analyst I to join our growing organization. Advanced understanding of relational database architecture and...,American Specialty Health,"San Diego, CA 92121",Not available
"Open Source Intelligence Analyst, Mid",Collects and implements metadata tagging for both structured and unstructured customer intelligence content using a combination of standard intelligence methods...,General Dynamics Information Technology,"Fort Belvoir, VA 22060",Not available
Competitive Intelligence Analyst,The Competitive Intelligence and Online Booking Tool Specialist will lead and coordinate the development of a global competitive intelligence program....,InterContinental Hotels Group,"Atlanta, GA",Not available
"Assoc Analyst, Intelligence-TS/SCI with Polygraph Required","Collects data using a combination of standard intelligence methods and business processes. Researches, monitors and analyzes intelligence data and makes...",General Dynamics Information Technology,"McLean, VA 22101",Not available
Criminal Intelligence Analyst,CRIMINAL INTELLIGENCE ANALYST. And to foster positive business relationships. The Criminal Intelligence Analyst is responsible for performing various criminal...,ACADEMI TRAINING CENTER LLC,United States,Not available
Intelligence Analyst Collator - Junior,"A Bachelor's degree in any focus, preferably in Mathematics, Business, IT or Intelligence. This job requisition is for a Junior Intelligence Analyst/Collator to...",Zel Technologies,"Augusta, GA",Not available
"Analyst, HR Analytics",• Oracle Transaction Business Intelligence Reporting Tool (OTBI). Gathering and documenting data requirements for ad hoc queries from business partners....,Macys,"Cincinnati, OH 45202 (Mount Adams area)",Not available
Business Intelligence Analyst,Experience working in a Business Intelligence Team focusing on Data Warehouse and Business Intelligence technologies and solutions....,William Hill,"Las Vegas, NV",Not available
Pricing Analyst,Business Intelligence software knowledge • Legal industry experience strongly preferred. Pricing Analyst Job Description*....,Day Pitney LLP,"Troy Hills, NJ",Not available
Intelligence Analyst,Provide interpretation of intelligence analyses and draft critical intelligence assessments. The Intelligence Analyst (Mid level) will support PAC and our...,"Koniag, Inc.","Washington, DC 20472 (South West area)",Not available
Business Intelligence Analyst,Business Intelligence Reporting. Barnes Healthcare Services is currently hiring a Business Intelligence Analyst responsible for understanding all data residing...,Barnes Healthcare Services,"Valdosta, GA 31602",Not available
Competitive Intelligence Analyst,"Competitive Intelligence Analyst. In this role, the Competitive Intelligence Analyst will provide competitive analysis on various companies' market offerings,...",ForgeRock,"San Francisco, CA 94105 (Financial District area)",Not available
BI Business Analyst/Project Manager,"Perform Business Analyst, QA, PM role as needed. 2-3 Years of relevant Business Analyst experience interfacing with customers to collect, refine, design,...",Securitas USA - Corporate Operations,"Parsippany, NJ","$110,000 - $120,000 a year"
Intelligence Analyst,5 years minimum experience as an All-Source Intelligence Analyst. Provide all-source intelligence analysis expertise for TNAS activities consistent with NGIC...,"Calhoun International, LLC","Charlottesville, VA 22911",Not available
Mid Level Intelligence Analyst,Former Human Intelligence experience a plus. This position is for an operational support technician with technical knowledge adept at applying program standards...,Perfecta,"Augusta, GA 30904 (Summerville area)",Not available
Business Intelligence Analyst,"Business Intelligence Analyst - Information Management. Business Intelligence Analysts assist with development, implementation, and delivery of business...",Markel Corporation,"Richmond, VA",Not available
Business Intelligence Analyst,"As a Business Intelligence Analyst for Spellman High Voltage, you will be responsible for:. Adhering to best practices for business intelligence data gathering,...",Spellman High Voltage Electronics Corporation,"Hauppauge, NY",Not available
Intelligence Analyst,"The intelligence analyst is primarily responsible for the analysis, processing and distribution of strategic and tactical intelligence....",Army National Guard,"Cedar Rapids, IA 52404",Not available
"Data Analyst, Diversity Programs","2+ years' experience in recruitment operations, business intelligence, and/or project management. Utilize labor market expertise to identify trends, leverage...",Facebook,"San Francisco, CA",Not available
Business Intelligence Analyst & Project Manager,"Business Intelligence Analyst & Project Manager permanent job in Parsippany, NJ. Perform Business Analyst, QA, PM role as needed....",Talent & Acquisition LLC,"Parsippany, NJ",Not available
Business Intelligence Analyst,Developing and delivery business intelligence reports using Business Intelligence tools such as Tableau and Alteryx....,AE Business Solutions,"Milwaukee, WI",Not available
Analytics Expert - Ingenuity,"One of the core practice priorities is to establish the processes, mindsets & skills required to convert data to business intelligence and insights for our...",McKinsey & Company,"Waltham, MA",Not available
Graduate Studies Program - Intelligence Analyst,"As an Intelligence Analyst Graduate Intern for the CIA, you will work on teams with our full-time intelligence analysts, studying and evaluating information...",Central Intelligence Agency,"Washington, DC",$25.70 - $36.68 an hour
Business Intelligence Analyst,"Bachelor's Degree in Business, Business Intelligence or related field required. 3+ years' experience in a business intelligence role....",Mercari,"Palo Alto, CA",Not available
ERP BUSINESS INTELLIGENCE ANALYST,"3+ years professional experience involving, Business Intelligence, Data and Analytics tools (including Power BI, Excel, and SSRS)....",Ultimate Software,"Fort Lauderdale, FL",Not available
