Title,Summary,Company,Location,Salary
Federal - Data Scientist,"In this role, you will work as a Data Scientist and problem solver. 3 years of experience in advanced analytics techniques....",Accenture,"Arlington, VA 22209 (Radnor-Ft Myer Heights area)",Not available
AppleCare Data Scientist,"Experience with advanced data analytics, data transformation and data management projects. In-depth experience of analyzing data and creating reports, working...",Apple,"Santa Clara Valley, CA",Not available
Data Scientist,"This position is an internal Data Scientist role with the Chief Analytics Office. BA/BS in Data Science, Machine Learning, Statistics, or related STEM field....",IBM,"Armonk, NY 10504",Not available
Data Scientist,"Pharmacy Investigators and Consultants, a leading firm dedicated to anti-fraud deterrence programs in health care, is seeking an entry level data scientist to...",Pharmacy Investigators and Consultants,"Lake Zurich, IL","$75,000 - $125,000 a year"
Information & Data Sciences Leader – DuPont Science & Innova...,"Information & Data Sciences (IDS) is a team of Information Scientists, Data Scientists, and Research Computing experts that serve research and development by...",DuPont,"Wilmington, DE",Not available
Advanced Analytics Consultant - Machine Learning,Finding deep insights in mountains of data. Advanced Analytics Consultant - Machine Learning. You understand broader architectures and how to link multiple...,Slalom Consulting,"Atlanta, GA 30326 (Buckhead area)",Not available
"Manager: Technology Researcher-Analytics, AI, and Machine Le...","Technology Researcher-Analytics, AI, and Machine Learning. The Technology Research Scientist will lead and serve as part of a team supporting established...",Deloitte,"New York, NY 10004 (Financial District area)",Not available
"Senior Manager, Data Scientist","The Senior Manager, Data Science will manage a manager, Data Scientist in Singapore remotely. Senior Manager, Data Science will also manage a manager, data...",Johnson & Johnson Family of Companies,"Titusville, NJ",Not available
Data Scientist/Visualization Master,Developing data analytics models to improve our attribution platform. Use data to understand business patterns and trends....,Intermedia Advertising,"Los Angeles, CA 90067",Not available
Summer Internship - Bell Labs Researcher,"Project topics include Machine Learning applications in several areas of Networking such as Network Attack Detection and Mitigation, Network Application...",NOKIA,"Holmdel, NJ",Not available
Entry Level Machine Learning Developer,"Entech is looking for Entry-Level Software Developers for our growing Machine Learning Team in Wilmington, DE*....",Entech,"Malvern, PA",Not available
Data Scientist- I (Contingency hire),Data Scientist- I (Contingency hire). You will apply your skills as a data scientist to build and disseminate databases and spreadsheets designed to record...,AP3SI,"Arlington, VA",Not available
"STATISTICAL DATA ANALYST, School of Public Health, Biostatis...","Coordinate and document data received from various sources (web data entry, paper data collection forms, TELEForm, clinical data warehouse, clinical labs)....",Boston University,"Boston, MA",Not available
"Staff Research Scientist-Data Analytics, Recommendations","Data Analytics, Security, and Future of Payment. Develop and maintain technical documentations for patent disclosure and scientific publication....",Visa,"Palo Alto, CA",Not available
Quantitative Researcher - Internship (Bachelor's/Master's),Use the scientific method to develop sophisticated investment models and shape our insights into how the markets will behave....,"Two Sigma Investments, LLC.","New York, NY",Not available
Procurement Data Scientist & Fraud Analyst,UPS is seeking a Procurement Data Scientist/Fraud Examiner to implement advanced analytics models and solutions to yield predictive and prescriptive insights...,UNITED PARCEL SERVICE,"Atlanta, GA 30328",Not available
Data Scientist - Data Engineer,The person will be a subject matter expert in Machine Learning in Big Data environment and work closely with other stakeholders for continuous delivery....,American Express,"Phoenix, AZ",Not available
EDABI Graduate Data Science Intern,"Execute solutions to business problems using data analysis, data mining, optimization tools, and machine learning techniques and statistics....",Target,"Minneapolis, MN",Not available
Data Scientist - Entry Level,"Bachelors, MS or PhD in a relevant field (Computer Science, Engineering, Statistics, Physics, Applied Math)....",Numerdox,"Sacramento, CA",Not available
Statistician / Business Intelligence Scientist,"At Ford’s Data & Analytics organization, we like data - a lot. This is an exciting opportunity to join Ford Motor Company's Global Data, Insight, and Analytics...",Ford Motor Company,"Dearborn, MI 48126",Not available
Data Analyst,"For Assignment Level I (only physical, biological and environmental sciences and public health) A master's degree from an accredited college or university with...",New York City HUMAN RIGHTS COMMISSION,"Manhattan, NY","$70,286 - $82,244 a year"
BL Labs Summer Intern/Data Science & ML,"The data science and analytics group has core competencies in exploratory & predicative analytics, leveraging state-of-the-art tools and platforms using...",NOKIA,"Murray Hill, NJ",Not available
Data Scientist,"Support our sales, product management, marketing and leadership teams with insights gained from analyzing and mining company data....",Naturipe Farms,"Estero, FL 33928",Not available
"Data Scientist, Modeler, Fraud Risk","As a data scientist in the Risk Data Science team, you will be working closely with a world-class team of data scientists and business leaders to help SoFi...",SoFi,"San Francisco, CA",Not available
Machine Learning & Predictive Analytics Lead,The New Jersey Judiciary Information Technology Office is seeking an individual with strong analytical & programming background in machine learning / predictive...,New Jersey Courts,"Trenton, NJ","$70,038 a year"
Healthcare Data Scientist,"Creates, communicates, and manages the project plans and other required project documentation and provides updates to leadership as necessary....",University of Maryland Medical System,"Linthicum, MD",Not available
Data Scientist - Data visualization,"In this Freelance or Independent Contractor ole, you will be working with a small team of data scientists and analysts to rapidly prototype data applications...",Simon & Schuster,"New York, NY 10020 (Midtown area)",Not available
Data Scientist/Analytics Developer,"Support exploratory data analysis, statistical analysis, predictive analytics, and machine learning models. Remain current on data architecture, analytics, and...",TeMeDa,"Naperville, IL","$100,000 - $115,000 a year"
Experienced Quantitative Analyst - Insurance Modeling (Remot...,"Strong technical aptitude, such as programming experience with Python, R, SAS, and SQL required. Tracks own plan performance and project timeline and...",Allstate,"Chandler, AZ 85249",Not available
Data Scientist,"Alternately, 3+ years of work in this space, with deep knowledge of one or more data science platforms, including R or Python/pandas/ scikit -learn....",Tableau,"Seattle, WA 98107 (Ballard area)",Not available
DATA SCIENTIST,"We are looking for a talented data scientist with an interest and expertise in various aspects of optimization, data analytics, and hybrid modeling....",Air Products,"Allentown, PA",Not available
Research Analyst,Would require data entry and contract review to verify key dates and terms. Immediate need for 2 Research Analysts to assist in extracting information from...,Fortis Consulting Group,"Wall, NJ",Not available
"Data Scientist, Detection",Interest in Data Visualization. The Data Intel team is responsible for surfacing useful insights from the terabytes of data we amass every day....,White Ops,"New York, NY",Not available
Data Scientist-PB,"We are looking for a Data Scientist to support our data science efforts in the Analytic and Application Engineering group in High Performance Computing (HPC),...",General Electric,"Minden, NV",Not available
"Principal Data Scientist, Client Experience / Research and I...",Principal Data Scientist – Client Experience / Research and Insights. We are looking for someone who has a proven track record of leadership of data science...,Deloitte,"Washington, DC",Not available
Senior Data Scientist (Advanced Analytical Solutions) - Loui...,"Experience with health care data. In addition, the Senior Data Scientist will:. You will also engage with business partners outside of Resolution Team on...",Humana,"Waterside, PA",Not available
Director of Data Science,You will lead an awesome team of data scientists and data engineers. The data science team reinvents how people shop by building machine learning based...,OrderGroove,"New York, NY",Not available
"Quantitative Analyst/Statistician, Data Science","The Supply Chain Analytics team within the Global Data Insight and Analytics (GDI&A) organization leverages data mining, statistical analyses, machine learning,...",Ford Motor Company,"Dearborn, MI 48126",Not available
Computational Scientist/Data Scientist,"PhD degree in applied mathematics, computer science, engineering or a scientific discipline. This position collaborates with experts from both within the...",University at Buffalo,"Buffalo, NY",Not available
Data Scientist - CBDS - Financial Services,"Strong programming skills and data structures, with proficiency in Python, R, Java or similar with related machine learning packages....",IBM,United States,Not available
Computational Science Developer I,The successful candidates will join a team of biological data scientists working on novel statistical methods and computational algorithms for multi-omics...,Cold Spring Harbor Laboratory,"Cold Spring Harbor, NY 11724",Not available
Deep Learning Data Scientist,Intel’s AI Products Group is looking to hire a deep learning data scientist to work on our Federal projects....,Intel,"Santa Clara, CA 95052",Not available
Data Scientist I,"Black Knight is the premier provider of integrated technology, services, data and analytics that lenders and servicers look to first to help successfully manage...",Black Knight Financial Services,"Philadelphia, PA",Not available
Equity Derivatives Strat – Market Intelligence/Data Scientis...,"A degree in a quantitative subject such as Engineering, Applied Mathematics, Physics, Computer Science, Statistics.•Experience in analysis and visualisation of...",Morgan Stanley,"New York, NY",Not available
Data Scientist,"1 - 2 years of experience writing code and libraries/modules in R, Python, C or C++ for the purposes of data analysis, visualization, and predictive analytics....",Meredith Corporation,"New York, NY 10017 (Midtown area)",Not available
Machine Learning Data Scientist,"You will have an exceptional opportunity to serve as a subject matter expert in machine learning applied to high-impact business questions across clinical,...",Vertex Pharmaceuticals,"Boston, MA 02114 (Back Bay-Beacon Hill area)",Not available
Specialized Statistical Programmer (Associate),Working knowledge of clinical data. At least 1 year relevant experience in SAS programming and knowledge of clinical trials....,Pfizer,"Groton, CT 06340",Not available
Data Scientist : Advisor Analytics,The newly established Machine Learning and Data Science team is an interdisciplinary team of Data Scientists that partners with business groups across CVS to...,CVS Health,"Woonsocket, RI",Not available
Quantitative Analyst / Trader,"Minimum of 3 years of relevant asset management/wealth management experience working in investments, trade desk (buy/sale side), research etc....",RobustWealth,"Lambertville, NJ",Not available
Data Engineer - AI Assistant,Come work alongside expert software engineers and research scientists to empower the technology that makes AI Assistant pervasive and universal....,Facebook,"Seattle, WA 98101 (Downtown area)",Not available
Quantitative Research Associate,"Share insights from conferences focused on statistics, machine learning, and data science. Use a rigorous scientific method to develop sophisticated investment...","Two Sigma Investments, LLC.","New York, NY",Not available
Machine Learning Engineer(Edge-based Learning),"PhD in Computer Science, Electrical Engineering, Statistics or related quantitative discipline with a focus on reinforcement learning, machine learning,...",Volvo Cars Technology,"Rockleigh, NJ","$150,000 - $175,000 a year"
Financial Data Scientist,The data scientist will be responsible for partnering with our commercial channel sales organization to optimize financial performance through the use of data...,Lenovo,"Raleigh, NC 27616 (Northeast area)",Not available
"GIR, Data Strategist",Leverage available data tools and collaborate with data scientists and engineers across the firm and adapt firmwide data initiatives to GIR’s needs....,Goldman Sachs,"New York, NY 10282 (Tribeca area)",Not available
Data Scientist,"Help lead day to day project execution including developing advanced analytics solutions, creating client deliverables, and project management....",Edelman,United States,Not available
Data Scientist,The Kiswe Data Scientist will be responsible for building and running an world-class analytics platform and using the latest deep learning techniques to drive...,Kiswe,"Murray Hill, NJ",Not available
"Developer, Machine Learning - Financial Services Lab",Knowledge of machine learning / artificial intelligence is a plus. Advanced analytics and client segments;...,McKinsey & Company,"Atlanta, GA 30318 (Rockdale area)",Not available
Director of Data Science,"Leveraging machine learning models that track real-time data, monitor trends and predict hiring behavior, we're able to help companies grow their teams with...",Vettery,"New York, NY",Not available
Virtual 1:1 Instructor - Introductory Data Analytics,"We are looking for an analytics instructor who will use their subject matter expertise and industry experience to guide individual students through our 15-week,...",Level Education from Northeastern University,Remote,Not available
Senior Data Scientist,"Your primary focus will be in applying data mining techniques, doing statistical analysis, and building high quality prediction systems integrated with our...",Phoenixx USA,"Stamford, CT 06905 (Turn Of River area)","$50,000 - $250,000 a year"
Quantitative Research Analyst - Structured Equities,"Research experience with alternative data sources a plus. Compustat, Worldscope, IBES, Market QA, Factset, Barra Risk Model data....",DuPont,"Wilmington, DE",Not available
"Data Scientist, Consumer Revenue","Intermediate to advanced-level experience in Google Analytics or similar web analytics platform. 3 years of experience in an agency or in-house analytics role,...",New York Media LLC,"New York, NY 10013 (Tribeca area)",Not available
"Data Scientist, Analyst (Finance & Capital Markets)",The Data Science team is looking to add a Data Scientist on the Finance Data Science team who will help shape financial decisions and strategy through data...,SoFi,"San Francisco, CA",Not available
Data Scientist,"Work in technical teams in development, deployment, and application of applied analytics, predictive analytics, and prescriptive analytics....",General Electric,"Evendale, OH",Not available
Data Scientist,"Using a variety of modeling and algorithmic methods, this individual will have familiarity with product analytics, marketing analytics, web analytics, business...",Newton Group Transfers,"Chandler, AZ",Not available
"Data Science Online Course Instructor (Part-Time, Contract)","Share your knowledge with over 2,770,000 data scientists around the world. That's why our course library is packed with courses from companies like Anaconda and...",DataCamp,"New York, NY","$1,000 - $2,000 a month"
Siri - Data Scientist (Machine Learning & Natural Language),"Prior experience with applying Big Data tools (MapReduce, Hadoop, Hive and/or Pig, Spark) to large quantities of textual data is desired....",Apple,"Seattle, WA",Not available
Data Scientist,"Lead advanced analyses and develop predictive models for customer behavior, utilizing traditional statistical techniques (e.g., factor analysis, cluster...",Forrester,"Cambridge, MA",Not available
Data Scientist I,"We are seeking intelligent, hard-working, and dynamic individuals to serve as senior data scientist within the Dana-Farber Bioinformatics and Data Science group...",Dana-Farber Cancer Institute,"Boston, MA 02115 (Fenway-Kenmore area)",Not available
"Core Data Science, PhD University Grad",Facebook is seeking a Data Scientist to join our Core Data Science team. Answer product questions by using appropriate statistical techniques on available data....,Facebook,"New York, NY 10017 (Midtown area)",Not available
Data Scientist,"Identifying timely and unique data sets, diving deep into a diverse set of data domains, visualizing and exploring underlying data drivers, and developing data...","Two Sigma Investments, LLC.","New York, NY",Not available
VP of Data Science,"The VP of Data Science will possess unparalleled expertise in working with large-scale data, applying classical statistical and more advanced Machine Learning...",Tapad,"New York, NY 10018 (Clinton area)",Not available
Data Analyst/Statistical Analyst,"In your pivotal role as Data Analyst, you will work with curation co-chairs and project leads and will partner with the data quality teams to provide data...",Vanderbilt University Medical Center,"Nashville, TN",Not available
Data Scientist - Associate - CIB Treasury Services,"We are data scientists, design strategists and business leaders set on creating and building data products that transform the way we and our clients do business...",JP Morgan Chase,"New York, NY 10179 (Midtown area)",Not available
Machine Learning Research Scientist (Entry-Level) - 2010950,Machine Learning researchers at the SEI help our government and industry clients solve their problems using ML technology....,Software Engineering Institute,"Pittsburgh, PA 15213 (North Oakland area)",Not available
Data Scientist - Payments Strategy and Operations,"Reporting to the Sr Manager of Reporting & Analytics, the Data Scientist is responsible for developing collaborative partnerships with multiple business lines...",T-Mobile,"Bellevue, WA",Not available
Machine Learning Data Scientist,"The Machine Learning Data Scientist will be primarily responsible for design, execution and delivery of exploratory concepts, rapid prototypes, and pilot...",Walgreens,"Deerfield, IL",Not available
Data Scientist - Machine Learning Technical Intern,Analyze data statistics to address data limitations in machine learning/AI models; The Aerospace Corporation is seeking a Data Scientist - Machine Learning & AI...,The Aerospace Corporation,"Crystal City, VA",Not available
"Data Scientist, Group Benefits and Middle Market P&C",Present complex modeling to Senior Data Scientists that maximizes the bottom-line impact of modeling results....,The Hartford,"New York, NY",Not available
Data Scientist,"Define, design and develop client-focused AI or cognitive solutions leveraging Natural Language Processing (NLP), Machine Learning, Deep Learning, Probabilistic...",EY,"Cambridge, MA",Not available
"Design Data Analyst, Design & Innovation, Fulfillment Engine...","Too much data can be overwhelming or paralyzing, so you will distill the information into the appropriate medium for each audience, from design engineers to...",Jet.com,"Hoboken, NJ",Not available
"Data Scientist, DataSpark (2 Positions)","Under the direction of the Director of Data Analytics, monitor project costs, scope, deliverables, etc. against project plan....",University of Rhode Island,"Kingston, RI 02881",Not available
Data Scientist 1,"As the company continues to grow, we are seeking a Data Scientist 1, who as part of a multi-disciplinary team will utilize analytical and technical capabilities...",Ortho Clinical Diagnostics,"Rochester, NY 14626",Not available
Data Scientist / Machine Learning Engineer,Data Scientist / Machine Learning Engineer. Participate in cutting edge application of machine intelligence and machine learning technique's....,Agile SDE,United States,Not available
Data Scientist - Healthcare Analytics,"EXL Analytics provides data-driven, action-oriented solutions to business problems through statistical data mining, cutting edge analytics techniques and a...",EXL,"New York, NY 10019 (Midtown area)",Not available
Data Engineer,"As a Data Engineer on this team, you will get the exciting opportunity to manage a very large and complex data warehouse environment....",Amazon.com,"Seattle, WA",Not available
Data Scientist,The Data Scientist's primary focus will be to support all aspects of our business by giving deep insights around our data....,Finish Line,"Indianapolis, IN",Not available
Senior Data Scientist,"As a Senior Data Scientist, you will process massive amounts of user data and build advanced machine learning models to solve a variety of complex business...",TripAdvisor,"Needham, MA 02494",Not available
Data Scientist,"Performs sophisticated data analytics (encompassing data mining, inferential statistical analysis, and predictive analytics, for example)....",SunTrust,"Atlanta, GA 30328",Not available
Senior Machine Learning,"Strong background in computer vision, image processing, object recognition/detection and knowledge in machine learning....",Volvo Cars Technology,"Rockleigh, NJ","$160,000 - $200,000 a year"
Data Scientist,Working knowledge of mining and analyzing data sets to extract meaningful trends. Project management skills with experience planning and coordinating full...,Interactive Brokers,"Greenwich, CT",Not available
Data Scientist - Labor Planning & Analytics,Experience with machine learning applications a plus. The data scientist supports internal operations and the field organization by providing detailed analyses...,DICK'S Sporting Goods,"Coraopolis, PA 15108",Not available
Senior Data Scientist,"A deep understanding of machine learning and interest in applying it at scale. Prior hands-on experience with Python, Java, R, C/C++, Scala or F# and the...",Jet & The Walmart eCommerce Family of Brands,"Hoboken, NJ",Not available
"Analytics, Data Engineer",CVS Health is seeking a Data Engineer – Analytics to further enhance Enterprise Analytics support of the Loyalty and Personalization organization....,CVS Health,"Woonsocket, RI",Not available
Data Scientist - Performance Profiling,Experience giving data presentations with graphical or data visualization tools. Background in applied statistics or machine learning....,Amazon.com,"North Reading, MA",Not available
Associate Data Scientist,"Demonstrates advanced statistical analysis, data mining and research techniques and has an intermediate understanding of Machine Learning techniques.This is a...",The Hanover Insurance Group,"Worcester, MA 01653",Not available
Quantitative Analyst,Experience working with large data sets. We are seeking world-class researchers and engineers who are obsessive about data analysis and the pursuit of its...,"Two Sigma Investments, LLC.","New York, NY",Not available
"Analyst,DataManagement Quantitative Analysis","BNY Mellon can act as a single point of contact for clients looking to create, trade, hold, manage, service, distribute or restructure investments & safeguards...",BNY Mellon,"Orlando, FL 32817",Not available
Junior Systems & Data Analyst,"Skilled scientists and thinkers. Experience with SQL Server Management Studio / SQL Developer, MS Visual Studio....",BOEING,"Philadelphia, PA",Not available
Data Scientist,"As a Data Scientist, you will harness the power of Big Data through predictive analytics and innovative machine learning models....",GEICO,"Chevy Chase, MD",Not available
Data Engineer,"Experience working with large data sets in order to extract business insights or build predictive models (data mining, machine learning, regression analysis)....",Amazon.com,"Seattle, WA",Not available
"Data Scientist, Group Benefits and Middle Market P&C",Present complex modeling to Senior Data Scientists that maximizes the bottom-line impact of modeling results....,The Hartford,"New York, NY",Not available
Data Scientist,"While we do not have any openings for Data Scientists at this time, you are welcome to submit a resume for our files....",Elder Research Inc,"Charlottesville, VA 22903",Not available
ACES Data Scientist,"As a Data Scientist with our team, you will be responsible for modeling complex/abstract problems and discovering insights through the use of statistical,...",Amazon.com,"Seattle, WA",Not available
"Data Scientist, DataSpark (2 Positions)","Under the direction of the Director of Data Analytics, monitor project costs, scope, deliverables, etc. against project plan....",University of Rhode Island,"Kingston, RI 02881",Not available
Data Scientist,"Data Scientists clearly communicate their conclusions to a diverse audience and become experts through Agency-sponsored continuing education, attendance at...",U.S. Federal Government,"Washington, DC","$67,968 - $126,062 a year"
"Analytics, Data Engineer",CVS Health is seeking a Data Engineer – Analytics to further enhance Enterprise Analytics support of the Loyalty and Personalization organization....,CVS Health,"Woonsocket, RI",Not available
Data Science Manager,"Provide mentorship, goal-setting, and guidance for the data scientists on your team. 2+ years' experience managing and mentoring data scientists of varied...",BuzzFeed,"New York, NY",Not available
Associate Data Scientist,"Demonstrates advanced statistical analysis, data mining and research techniques and has an intermediate understanding of Machine Learning techniques.This is a...",The Hanover Insurance Group,"Worcester, MA 01653",Not available
Python Machine Learning Analytics,"Full Stack developers with experience in Python, Machine Learning, preferably in Financial Services (7 years of experience)....",Options Group,"Raleigh-Durham, NC",$640 a day
Data Scientist - MSAT,"Utilization of advanced data analysis, including statistical analysis, data mining techniques, and use of computational packages such as Statistica, Discoverant...",Lonza,"Portsmouth, NH",Not available
Associate Data Scientist,"Publications or presentation in recognized Machine Learning, Deep Learning and Data Mining journals/conferences....",Amazon.com,"Santa Monica, CA",Not available
Virtual 1:1 Instructor - Introductory Data Analytics,"We are looking for an analytics instructor who will use their subject matter expertise and industry experience to guide individual students through our 15-week,...",Level Education from Northeastern University,Remote,Not available
Data Scientist (Multiple Levels),"POSITION OBJECTIVE Data scientists interpret and apply data in analyses, and explain findings to business audiences typically, to improve products and processes...",KOHLS,"Milpitas, CA 95035",Not available
Marketing Data Scientist – Intelligent Customer Interactions,"Ford Motor Company's Global Data, Insight, and Analytics (GDIA) organization is looking for motivated and talented individuals with a background in Data and...",Ford Motor Company,"Dearborn, MI 48126",Not available
Data Scientist,"Performs sophisticated data analytics (encompassing data mining, inferential statistical analysis, and predictive analytics, for example)....",SunTrust,"Atlanta, GA 30328",Not available
Data Scientist,"Experience working with proprietary secondary data including medical / pharmacy claims, prescription data, sales data, and longitudinal patient-level data....",Komodo Health,"New York, NY",Not available
Data Scientist - Payments Strategy and Operations,"Reporting to the Sr Manager of Reporting & Analytics, the Data Scientist is responsible for developing collaborative partnerships with multiple business lines...",T-Mobile,"Bellevue, WA",Not available
Climate Change Adaptation Scientist,"Constituency, including both scientific and lay audiences (e.g., scientists,. Report project findings in peer-reviewed scientific publications as well as...",Wildlife Conservation Society,"Bronx Zoo, NY",Not available
"Analyst, Data and Analysis",The Data & Analysis team uses data-driven insights to fuel strategic growth for clients. ✦ Supporting marketing initiatives across project and campaign...,Digitas,"New York, NY 10104 (Midtown area)",Not available
Data scientist (with Python and Java and Cloud APP),"Data scientist, code in python and Java:. Data scientist (with Python and Java and Cloud APP). Data scientist, who can code in python and Java but wants to be...",DCM Data Systems,"Princeton, NJ",Not available
Applied Scientist in Computer Vision - AWS Global Infrastruc...,"We are looking for an Applied Scientist who can build a scalable, distributed and robust computer vision platform based on a variety of techniques in deep...",Amazon.com,"Seattle, WA",Not available
Senior Data Scientist,"As a Senior Data Scientist, you will take technical lead on data science projects, combining predictive analytics, machine learning, data modeling, and business...",HEB,"San Antonio, TX",Not available
Data Scientist - Tools & Infrastructure,We are looking for a talented data scientist who will help us build a tools and infrastructure team in a Global data analytics skill group at Ford Motor Company...,Ford Motor Company,"Dearborn, MI 48126",Not available
"Analyst,DataManagement Quantitative Analysis","BNY Mellon can act as a single point of contact for clients looking to create, trade, hold, manage, service, distribute or restructure investments & safeguards...",BNY Mellon,"Orlando, FL 32817",Not available
Data Scientist - Data Insights,Successful analytics teams involve data scientists and data engineers working hand in hand to build insightful and efficient solutions....,Apple,"Santa Clara Valley, CA",Not available
Data Scientist,To join a growing team of data scientists who are building the future of workforce law and legal analytics. 2 - 3 years of experience writing code and libraries...,Jackson Lewis P.C,"New York, NY",Not available
Data Scientist,Working knowledge of mining and analyzing data sets to extract meaningful trends. Project management skills with experience planning and coordinating full...,Interactive Brokers,"Greenwich, CT",Not available
Data Science Manager - Customer Insights,"Build cross-functional team with Data Scientists and Data Engineers. Manage development of data resources, gather requirements, organize sources, and support...",Facebook,"New York, NY 10017 (Midtown area)",Not available
Data Scientist,"2+ year experience as a data scientist in digital marketing, e-commerce or financial services, or MS/Phd degree in STEM with specialization in machine learning,...",Red Ventures,"Charlotte, NC",Not available
Business Intelligence Engineer - Amazon Advertising,"BS in Computer Science, Machine Learning, Operations Research, Applied Mathematics, Applied Economics or in another quantitative field....",Amazon.com,"Seattle, WA",Not available
Data Scientist,"Extensive hands on experience working with very large data sets, including statistical analyses, data visualization, data mining, and data cleansing...",LendingTree,"Charlotte, NC",Not available
Customer Supply Chain Data Scientist,"Deep experience in using SQL, extracting, cleaning, preparing and modeling data. Customer Supply Chain Data Scientist....",Unilever,"Shelton, CT 06484",Not available
Data Scientist,Gencove is taking low-pass sequencing to population-scale and is hiring a Data Scientist to be a key member of this effort....,"Gencove, Inc.","Manhattan, NY",Not available
Data Science Manager – NYC,Directly and indirectly leads a team of Data Scientists in the development and implementation of solutions and applications across the firm....,T. Rowe Price,"New York, NY",Not available
Machine Learning Intern,"Use or develop machine-learning algorithms, such as supervised and unsupervised learning, deep learning, reinforcement learning, Bayesian analysis and others,...",Intel,"Hillsboro, OR 97124",Not available
Data Scientist,"1+ years in a quantitative role, applying statistical models and machine learning programs, and developing proprietary analytics technology....",Inspur USA Inc.,"Seattle, WA",Not available
Quantitative Analyst III,Confidently pull the large data from database. This position will also require data analysis and statistical modeling experiences....,TD Bank,"Wilmington, DE 19803",Not available
SAP Leonardo Machine Learning Consultant / Data Scientist -...,"SAP is currently expanding a team that provides latest machine learning technology services to customers, helping them to improve their business results based...",SAP,"Palo Alto, CA 94304",Not available
Data Modeler,Creates and maintains logical and physical data models representing business Subject Areas and Enterprise Views of the organization based on the Enterprise Data...,Starfire Dynamics,"Morrisville, NC",Not available
Data Scientist,"Computer programming, statistics, machine learning, multivariable calculus and linear algebra, data wrangling/enhancement, data visualization and communication,...",Penn State University,"University Park, PA",Not available
Data Scientist II,"Moreover, the data scientist must understand the scientific process of hypothesis generation and testing, in particular data oriented discovery methodologies...",HCA Corporate,"Nashville, TN",Not available
Data Scientist - Optimization,"Title Data Scientist - Optimization. We are doing this with an emphasis in the areas of machine learning and artificial intelligence, natural language...",Lilly,"Indianapolis, IN 46225",Not available
Data Scientist,"Expected responsibilities will include querying data sources, data analytics and visualization, development and rapid prototyping of web and EHR based...",MEDSTAR HEALTH RESEARCH INSTITUTE (MHRI),"Washington, DC",Not available
Assistant Research Scientist – Data Science,The National Socio-Environmental Synthesis Center (SESYNC) seeks applications for an Assistant Research Scientist to lead our Data Science Team....,SESYNC,United States,Not available
Data Scientist,"Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining...",University of Utah,"Salt Lake City, UT","$75,900 - $130,049 a year"
Data Science Intern,Join our team of data scientists and use our database of rich user data to generate insights that will drive product development....,Duolingo,"Pittsburgh, PA",Not available
Senior Data & Applied Scientist,"Finding insights and forming hypothesis on web-scale data with various machine learning, feature engineering, statistical, and data mining techniques:....",Microsoft,"Bellevue, WA 98004 (Downtown area)",Not available
Data Scientist,"Knowledge of statistical software (ideally, R) or scientific computation software Experience conducting research and analytics with digital or TV audience data....",Analyst Infotech Inc,"Toledo, OH","$100,000 - $110,000 a year"
"Data Scientist, PhD University Graduate","1 year of relevant work experience (i.e., data scientist role), including deep expertise and experience with statistical data analysis such as linear models,...",Google,"Mountain View, CA",Not available
"Sr Analyst, Data Transfer, Integration and Quality Analysis","Analyzes and monitors data/reports to ensure quality of and accurate transfer, integration, translation, and reporting of data, reacting promptly to data...",BNY Mellon,"Orlando, FL 32817",Not available
Machine Learning Implementation Engineer,"As a Machine Learning Engineer, you will be responsible for building the infrastructure and implementing the algorithms developed by our ingenious data...",JP Morgan Chase,"Jersey City, NJ 07310 (Downtown area)",Not available
Data Scientist - MALDI,"When you join our family, you will have a significant impact on the health and well-being of people across the globe....",Charles River Laboratories,"Newark, DE 19711",Not available
Manager of Data Science- Machine Learning,"Your research background might include areas such as Machine Learning, Data Mining, Recommender Systems, Information Retrieval, Natural Language Processing,...",Etsy,"New York, NY",Not available
Data Scientist (Decision Science),"Dive into Zillow's internal and third party data (think Hive, Presto, SQL Server, Redshift, Python, Mode Analytics, Tableau, R) to make strategic...",Zillow Group,"Seattle, WA 98101 (Downtown area)",Not available
Customer Data Consultant / Analyst,"Evaluate, explore, and select the right data platform technologies including Big Data, RDBMS & NoSQL to meet the analytics requirements of a given project....",Ford Motor Company,"Dearborn, MI 48126",Not available
Renewable Energy Data Science Program- Co-Op/Intern,"These teams typically include statisticians, data scientists, data engineers, computer scientists, software developers, engineers, product managers, and end...",General Electric,"Schenectady, NY 12302",Not available
"Data Scientist, Machine Learning (Three Jobs)",The Data Scientist job produces innovative solutions through the use of advanced data analytics from complex and high-dimensional datasets....,Mid America Search,"Madison, WI","$107,000 - $175,000 a year"
"Data Scientist, Analytics Team","Strategic analytics, marketing analytics, digital analytics, data analytics, statistics, data science, big data, normalization, modeling, quant research,...",Foursquare,"New York, NY",Not available
Data Scientist,"We use machine learning, statistical modeling, data mining, time series modeling, and many other analytical techniques, we build prototypes, and we perform...",Twitter,"Boston, MA",Not available
Data Scientist,"We are looking for a mixture between a statistician, scientist, machine learning expert and engineer:....",Lyons Hathaway,"New York, NY",Not available
Sales Practice Data Scientist,"Proven ability in model building and application experience in data mining techniques and tools such as SAS, R, SPSS, Matlab, SparkML, etc....",Citi,"Tampa, FL 33646 (Downtown area)",Not available
Quantitative Analyst - Solutions Research,"Excellent programming skills in Python, R or Matlab. The Quantitative Analyst is responsible for conducting quantitative research and analysis within the multi...",Invesco,Massachusetts,Not available
