Title,Summary,Company,Location,Salary
Senior Research Statistician,"Clearly communicate fundamental statistical concepts to other statisticians, scientists, and other personnel....",AbbVie,"Lake County, IL",Not available
Process Modeling Engineer,"They will partner with chemists, analysts, chemical engineers, IT professionals and statisticians from across Pfizer R&D and manufacturing organizations to...",Pfizer,"Groton, CT 06340",Not available
Statistician,NORC statisticians and methodologists help understand the cognitive processes underlying respondents’ reactions to surveys;...,NORC at the University of Chicago,"Chicago, IL",Not available
"Solution Analyst - Healthcare Analytics & Delivery, New Vent...","It is a unique mix of Healthcare Experts, physicians, statisticians, engineers, data scientists, and more....",McKinsey & Company,"New York, NY 10022 (Midtown area)",Not available
Research Associate,"All candidates will be expected to submit sample coding to be reviewed by and discussed with an HBS statistician, and/or given a comparable exercise....",Harvard University,"Boston, MA",Not available
Image Analyst,Interact with image scientist and statistician to best interpret empirical results as well as numerical values....,Integrity Applications Incorporated,"Chantilly, VA 20151",Not available
Analytics Consultant - Partner Solutions Group (Remote),"Work interactively with a team of highly trained and skilled consultants, project managers, statisticians, and analysts....",EXPERIAN,United States,Not available
Data Scientist / Statistician / Economist,"Summary Posted: Dec 6, 2018 Weekly Hours: 40 Role Number: 114086584 The individual in this role will be responsible for interpreting quantitative data and...",Apple,"Santa Clara Valley, CA",Not available
Statistician/Mathematician Manager,Job Posting Title Statistician/Mathematician Manager Summary The Statistician/Mathematician Manager leads a team in the design and development of gaming math...,Aristocrat Technologies,"Reno, NV 89521",Not available
Associate Statistical Scientist,The Associate Statistical Scientist typically requires regular guidance from management and works under the direction of a senior statistician operating at the...,Genentech,"South San Francisco, CA",Not available
Senior Statistician/Principal Statistician,Our ideal Statistician for the role has a Ph.D. This is a great opportunity to broaden your skills within the pharmaceuticals industry as a Senior Statistician...,Celgene,"Berkeley Heights, NJ",Not available
Research Scientist - Statistics,The Project Statistician at this level provides statistical leadership in multiple dimensions including:. The Clinical Project Statistician develops or assists...,Eli Lilly,"Indianapolis, IN 46285",Not available
Regulatory Statistician,Validate/QC statistical analysis results generated by other statisticians. We are pleased to recruit for a company whose corporate purpose is to create...,S&S Professional Services,"Morrisville, NC",$51.42 an hour
Data Scientist - Process Development Drug Substance Technolo...,"As a statistician, statistical programmer, data analyst, data scientist, computational biologist, bioinformatician)....",Amgen,"Cambridge, MA 02142 (East Cambridge area)",Not available
Senior Statistician,"As a Senior Statistician at ASML you will be responsible for defining and implementing measurement, sampling and data analytic schemes that enhance the accuracy...",ASML,"San Jose, CA 95131 (North Valley area)",Not available
/Principal / Sr. Clinical Biostatistician (Remote),Been a Trial statistician at the study (any phase). Minimum 3-5 years working as a clinical trial statistician either directly for a pharmaceutical company or...,GCE Solutions,"Bridgewater, NJ",Not available
SAS Programmer,"Act as subject matter expert, working in conjunction with Statisticians to provide advice and guidance to project teams and other stakeholders in the area of...",Robarts Clinical Trials,"San Diego, CA 92121",Not available
Operations Research Analyst II,"O Professional experience as a data scientist / analyst / statistician is a plus, but not a requirement. L&SS is in need of a Operational Volume Forecaster....",Bank of America,"Newark, DE 19713",Not available
Principal Statistician NonClinical,Function independently as a primary statistician for multiple projects to provide support for nonclinical research and development programs including pre...,AstraZeneca,"Gaithersburg, MD 20878",Not available
"Grad Intern – R&D (Biostatistics, Design & Innovation)",The intern within the Center for Design and Analysis (CfDA) will work closely with statisticians in the Design & Innovation team in assessing various innovative...,Amgen,"Thousand Oaks, CA 91320",Not available
SENIOR APPLIED STATISTICIAN,"We have an exciting opportunity for an experienced Senior Applied Statistician to join our team in East Hartford, CT. United States of America....",Businesses Pratt & Whitney,"East Hartford, CT",Not available
Programmer Analyst,"The Analyst will assist the Principal Investigator (PI), other collaborators and other statisticians and programmers with data analyses intended for manuscripts...",University of California San Francisco,"San Francisco, CA 94104 (Financial District area)",Not available
CE ANALYTICS APPLICATION ARCHITECH,"Engineers, developers, statisticians, business system architects and user experience authorities. United States of America....",Businesses Pratt & Whitney,"East Hartford, CT",Not available
"Biostatistician II, Oncology","Assists Senior Statistician in providing statistical consultation for clinical programs, including but not limited to randomization, sample size assessments,...",IQVIA,"Morrisville, PA",Not available
Interdisciplinary Economist/Operations Research Analyst/Surv...,"Survey Statistician, GS-1530 Basic Requirements:. As an Interdisciplinary Economist/Operations Research Analyst/Survey Statistician, you will:....",US Department of Energy,"Washington, DC 20004 (Downtown area)","$114,590 - $148,967 a year"
Data Analyst,"The successful candidate will interact with senior and junior investigators and statisticians to analyze study data for presentations, reports and publications...",Columbia University,"New York, NY",Not available
Basketball Game Day Staff,"Positions to be filled are game clock operator, shot clock operator, and statistician. The Penn State New Kensington Athletic Department is seeking individuals...",Penn State University,"University Park, PA",Not available
Bioinformatics Analyst,"Collaborate with physicians, population scientists, statisticians in project planning and grant writing. Partners with clients to design, develop, implement and...",Northwestern University,"Chicago, IL",Not available
Applied Statistician,"We are looking for a statistician to collaborate with scientists in a wide range of science and engineering fields, including computational biology and...",Lawrence Livermore National Laboratory,"Livermore, CA 94550",Not available
Data Scientist,"Data scientist to work as a statistician, data miner, and business analyst for the Risk Department. About Liberty Lending, LLC....",Liberty Lending,"New York, NY",Not available
Online Marketing Analyst (Entry Level),"Conduct secondary research, including finding information from industry associations, statisticians and marketing experts. About Advertise Purple:....",Advertise Purple,"Santa Monica, CA 90403",Not available
BIOSTATISTICIAN II,"Serve as a resource for other statisticians. Collaborate effectively with programmers, statisticians (both junior and senior), medical personnel, methodologists...",Duke University and Duke University Health System,"Durham, NC",Not available
COMPUTATIONAL BIOLOGIST / 40 HOURS / DAY / BWH - TIMI STUDY...,"It is envisioned the incumbent will spend 3 days a week at the TIMI Study Group at Brigham and Women’s Hospital and work with the Director of Biostatistics,...",Brigham & Women's Hospital(BWH),"Boston, MA",Not available
Program Statistical Programmer,Maintain efficient interfaces with internal and external customers with support of management and the Lead Statistician....,Mutare Lifesciences,"Hampton, NJ 08827",Not available
"Survey Statistician, GG-1530-14, Census-DE-TG","If you are not eligible under this announcement, please see ADDC-2019-0019, Survey Statistician, GG-1530-14, Census-DOC-TG....",US Department of Commerce,"Washington Navy Yard, DC","$114,590 - $148,967 a year"
Associate Statistician,"Why E. & J. Gallo Winery? Recognized by Glassdoor as a ""Best Place to Work"" two years in a row, we couldn't be prouder of our employees. We are the largest...",E.&J. Gallo Winery,"Modesto, CA 95354",Not available
Senior Biostatistician,Provide a supporting role as a non-voting independent statistician providing data and analysis for DMC review. The Senior Biostatistician works independently in...,PAREXEL International,United States,Not available
Bioinformatician/Statistician- (BioStatistician),We are seeking a talented Bioinformatician or Statistician to join the dynamic bioinformatics team here at Gladstone Institutes....,Gladstone Institutes,"San Francisco, CA 94110 (Mission area)",Not available
Sr. Biostatistician,"Supports lead statistician on very large, complex studies. Serves as a lead statistician on moderate and large projects....",SimulStat Incorporated,United States,Not available
SAS Programmer,"SAS users throughout the agency primarily consists of statisticians, economists, data scientist and analysts; In this role you will:....",Salient CRGT,"Fairfax, VA",Not available
"Director, Emerging Science Genetics",Proficiency in statistical genetic methodologies sufficient to leverage the skills of professional statisticians....,Pfizer,"Cambridge, MA",Not available
Research Programmer,"The Research Programmer will develop, implement, maintain and support web and mobile based applications for clinical research in the division of cardiology, and...",University of California San Francisco,"San Francisco, CA 94104 (Financial District area)",Not available
Postdoctoral Fellow/Program Evaluation Research Scientist,"Work with the statistician to help develop data analysis plans and run analyses. Goldstein, a statistician, a data and evaluation manager, a research...",Juvenile Justice Research and Reform Lab at Drexel...,"Philadelphia, PA 19104 (Belmont area)","$50,000 a year"
Data Coordinator - Biostatistics and Data Management Core Un...,"Data management services includes partnering with investigators and the HNRCA bioinformatics specialist and statistician to help develop, refine, and implement...",TUFTS University,"Boston, MA 02111 (Central area)",Not available
Vice President - AML Business Analyst - Data Scientist,"Statistician that can apply data analysis and statistical modeling techniques to improve a business process and present recommendations, not just results, in a...",BNP Paribas,"Jersey City, NJ",Not available
Biostatistician,"If you would like to work with a team of expert statisticians, in a company run and managed by statisticians, where your skills will be valued and nurtured,...",PHASTAR,"Boston, MA",Not available
Lead Statistical Programmer/Analyst,Strong partnering with study/project/compound/integrated statisticians and statistical programming teams to ensure use of compound/project standards;...,Bayer,"Whippany, NJ",Not available
Principal Biostatistician,"LMR, #LI-LR1, statistician, biostatistician, Stat programmer. Within the BDM Department, leadership skills are needed to organize and schedule deliverables...",Regeneron,"Basking Ridge, NJ",Not available
Statistician-Business Analytics,"You will be part of a growing and dynamic team of advanced analytics professionals whose main goal is to help our marketing, finance, and business leadership...",Eli Lilly,"Indianapolis, IN 46285",Not available
Research Statistician,Acuity is seeking a Research Statistician - Data Scientist to use statistical knowledge and research skills to solve business problems....,Acuity,"Sheboygan, WI 53081",Not available
STATISTICAL ANALYST A,This statistician will work closely with a senior statistician as well as with several collaborating faculty members....,University of Pennsylvania,"Philadelphia, PA",Not available
Data Science Intern Summer 2019,"We are true hybrids - software engineers, statisticians, mathematicians, domain experts & analysts - who specialize in translating questions into methodical...",BuzzFeed,"New York, NY 10013 (Tribeca area)",Not available
Statistician Investigator,"We currently have an exciting opportunity for a Statistician Investigator at the HealthPartners Institute, an organization within HealthPartners focused on...",HealthPartners,"Bloomington, MN",Not available
Research Scientist and Project Manager,"In addition, the candidate will interact with a team of statisticians, mathematicians, operations research engineers, computer scientists, geneticists and...",Nature Source Improved Plants,"Ithaca, NY 14850",Not available
"Sr Manager, Forecasting Research Science","You will lead a team of Machine Learning scientists, statisticians, and data scientists to help us discover and define problems, and apply quantitative...",Amazon.com,"New York, NY",Not available
Clinical Research Scientist,This is accomplished with input from the project team and statistician and with oversight from GCA management....,05 Ascensia Diabetes Care US Inc.,"Valhalla, NY",Not available
Biostatistician,"Stanford University, Department of Medicine, Quantitative Sciences Unit (QSU) is seeking a Biostatistician 2 to be with some independence, consult with...",Stanford University,"Stanford, CA 94305",Not available
Ph.D. – Statistician – Intern,The Global Statistical Sciences Division of Eli Lilly and Company anticipates having a number of internship positions available for the summer of 2019. The...,Eli Lilly,"Indianapolis, IN 46285",Not available
Science Data Coordinators,Collaborate with study statisticians in the development of analysis plans. The Alaka`ina Foundation Family of Companies (FOCs) is comprised of industry...,Alaka`ina Foundation Family of Companies,"Fort Detrick, MD",Not available
Data Scientist/Statistician,"Conduct research on statistical techniques, evaluating applicability of improved experimental design and measurement techniques to help guide teams throughout...",eBay Inc.,"San Jose, CA",Not available
RAND Summer Associates Program - STATISTICS,"RAND employs 19 statisticians in Santa Monica, CA, Washington, D.C., and Pittsburgh, PA. RAND statisticians publish their work in numerous peer-reviewed...",RAND,United States,Not available
Analyst,"Our people are analysts, statisticians, software engineers, consultants, sales leaders, marketing and product managers, and more....",IQVIA,"Plymouth Meeting, PA",Not available
Social Scientist/Researcher,Collaborate with statisticians to develop data analysis plans for research efforts;. Culmen International is seeking skilled Social Scientist/Researcher in...,"Culmen International, LLC","Springfield, VA",Not available
Research Statistician,We seek a full-time Research Statistician to identify and lead or support research projects relevant to different aspects of the group’s analysis and modeling...,Intellectual Ventures Management,"Bellevue, WA",Not available
Clinical Statistics - Oncology Focus,Practical work experience as a statistician in a clinical research setting. Our statisticians have the opportunity to take part in world-class methodological...,GlaxoSmithKline,"Upper Providence, PA",Not available
Clinical Data Standards Analyst,"Work with statisticians, data scientists, programmers, and project managers to resolve clinical data definitions and meet customer project delivery deadlines....",Medidata Solutions,"Iselin, NJ 08830",Not available
Sr. Principal Statistician,"Our client, a global biopharmaceutical company is seeking a Sr. Principal Statistician. Responsible for collaborating with clinicians and biostatistics...",Apex Life Sciences,"San Diego, CA",Not available
Medicaid Researcher,"Our multi-disciplinary team of health professionals, researchers, data analysts, statisticians, and policy practitioners have conducted many of the most...",Mathematica Policy Research,"Princeton, NJ",Not available
Applied Scientist,"You will work closely with economists, statisticians, business analysts, and data engineers; Amazon Web Services is the global leader in cloud services....",Amazon.com,"Seattle, WA",Not available
Senior Statistician,Job Description: Duties: • The successful candidate will take the lead statistical role on several clinical trials by providing study design expertise via...,MaxisIT Inc,"Jacksonville, FL",Not available
Undergraduate Statistician â Intern,Req ID 45447 Title Undergraduate Statistician â€“ Intern City Indianapolis State / Province Indiana Country United States Region North America...,Lilly,"Indianapolis, IN 46225",Not available
Quantitative Engineer,"This would be a great role for a software engineer with analytical experience, or a mathematician or statistician with programming experience....",Precise Leads,"New York, NY 10001 (Chelsea area)",Not available
"Survey Statistician, GG-1530-14, Census-DE-TW","This vacancy is for multiple Survey Statistician positions in the Associate Director for Decennial Census Programs (ADDC) area, located at the U.S....",US Department of Commerce,"Greenbelt, MD","$114,590 - $148,967 a year"
"Sr./Scientist, Nonclinical Statistics","Moderna is seeking a talented and highly motivated statistician with a solid nonclinical statistics background, exceptional consulting skills, and a deep...","Moderna Therapeutics, Inc","Cambridge, MA",Not available
"Research Statistician - (Data Science, R&D)","Research Statistician (Data Science, R&D). Provides independent review of project work produced by other statisticians in the department....",Highmark Health,"Pittsburgh, PA 15289 (Central Business District area)",Not available
Principal Statistician,Hands-on implementation through direct interactions with statisticians. Interact directly with statisticians and other scientists for....,GCE Solutions,United States,Not available
Senior Staff Research Scientist IV: A Mathematician With a B...,"Analysts, Research Statisticians and Mathematical Statisticians in Applied Mathematics, General Physics, Computational Physics, Chemical/Electrical/Nuclear...",The Hexagon Lavish,"Atlanta, GA",Not available
"Associate Director, Biometrics Operations","Extensive experience in being a lead statistician which includes developing SAPs and mock shells, performing statistical analyses using SAS, reviewing and...",GCE Solutions,New Jersey,Not available
Statistician/Data Scientist,BAE Systems is seeking a skilled Statistician/Data Scientist to support a government customer. Provide statistical and mathematical support in assisting...,BAE Systems,"McLean, VA 22102",Not available
Principal Biostatistician - Remote,Serves as an independent reporting statistician on data monitoring committees. You are an experienced statistician who has worked within multiple statistical...,PRA Health Sciences,"Minneapolis, MN",Not available
Systems Specialist - Part-time,"With a team of librarians, researchers, educators, statisticians, journalists, information management professionals, product designers, and archivists,...",Harvard University,"Boston, MA",Not available
Senior Biostatistician,Trains and mentors new or junior statisticians on statistical methods and PRA procedures. Job Locations (All) | US-Remote....,PRA Health Sciences,Remote,Not available
Biostatistician,Serve as the statistician on clinical trials and rehabilitation research projects requiring advanced statistical methods....,Craig Hospital,"Englewood, CO 80113",Not available
Statistician II/ Senior Statistician/ Associate Director,STATISTICIAN II /SENIOR STATISTICIAN /ASSOCIATE DIRECTOR. Design clinical trials and provide sound statistical guidance on clinical development projects....,Ionis Pharmaceuticals,"Carlsbad, CA",Not available
Bioinformatician,"This position will involve working with a multi-disciplinary team of molecular biologists, statisticians and bioinformaticians as we develop and leverage...",Howard Hughes Medical Institute,"Worcester, MA",Not available
Michigan Value Collaborative / Obstetrics Initiative Data An...,"In this position, you will work with a highly cooperative group of clinicians, policy experts, statisticians, economists, health services’ researchers and...",University of Michigan,"Ann Arbor, MI",Not available
Statistician Internship 2019,"Under the direction of our Analysts and Data Scientists, a Statistician Intern will work primarily in the following areas:....",CAPITAL Services,"Sioux Falls, SD 57104",Not available
"Head of Precision Medicine, Early Clinical Development","Strategic thinking is balanced with an ability to work within a matrixed team of international colleagues, including clinicians, statisticians, clinical...",Pfizer Inc.,"Groton, CT 06340",Not available
"Associate Director, Early Development Statistics",Our ideal Statistician for the role has a Ph.D. Previous experience in leading and completing a task force or supervising statisticians....,Celgene,"Berkeley Heights, NJ",Not available
Statistician/Data Scientist (Level 3),Job Description: This position will support the Directorate of Operations and the duties will include: * Develop Assurance knowledge bases and content that...,H2M Group,"St. Louis, MO 63118 (Benton Park area)",Not available
Statistician,"Company/Position Overview In this role you will: Requires skilled, technically knowledgeable, and experienced support to develop new business intelligence...",Salient CRGT,"Washington, DC",Not available
Statistician/SAS Programmer,"Headquartered in Lynchburg, Va., BWX Technologies, Inc. (BWXT) is a leading supplier of nuclear components and fuel to the U.S. government; provides technical...",BWX Technologies,"Lynchburg, VA 24504",Not available
Demand Planning Analyst - Contract,DP Analyst will also work closely with the demand planning statisticians to recommend improvements to demand planning models and calculations and with...,Nestle Purina PetCare Company,"St. Louis, MO 63105",Not available
Biostatistician,"We are currently seeking a statistician with experience and interest in health services research to collaborate with researchers in Guidelines development,...",National Comprehensive Cancer Network,"Plymouth Meeting, PA",Not available
Clinical Data Manager - Work From Home,Clinical Data Manager - Work From Home(Job Number: 25319-5613) Work Location: United States-Tennessee-Nashville-Sarah Cannon Clinical Operations Schedule:...,Sarah Cannon Network,"Nashville, TN",Not available
Lead Statistician - Modeling & Simulation - Flexible Locatio...,Lead Statistician - Modeling & Simulation - Flexible Location. Overseeing more junior statisticians and/or overseeing their work in the context of projects....,Evidera,United States,Not available
Statistician IV,"Statistician IV Under supervision of the Program Evaluation Group Manager within the TB/HIV/STD Epidemiology and Surveillance Branch, performs advanced analysis...",Dept of State Health Services,"Austin, TX","$4,301 - $5,840 a month"
"Supervisory Survey Statistician (Regional Survey Manager), G...","This vacancy is for a Supervisory Survey Statistician (Regional Survey Manager) position located in the Atlanta Regional Office in Atlanta, GA....",US Department of Commerce,"Atlanta, GA 30308 (Old Fourth Ward area)","$43,441 - $100,175 a year"
Principal Scientist,Bristol-Myers Squibb is seeking an experienced Statistician to join the Engineering Technologies group within the Drug Product Science and Technology department...,Bristol-Myers Squibb,"New Brunswick, NJ 08903",Not available
Biostatistician I,Myriad Genetics seeks a statistician to join a growing statistics group that provides interactive statistical support to interdisciplinary research teams...,"Myriad Genetics, Inc.","Salt Lake City, UT 84108 (East Bench area)",Not available
Senior Principal Statistician NonClinical,May mentor or supervise student interns or junior statisticians. Function independently as a primary statistician for multiple projects to provide support for...,AstraZeneca,"Gaithersburg, MD 20878",Not available
Biostatistics/Epidemiology Faculty,"The candidate will also be a member of the Biostatistics and Research Design Center, a group of 15-20 faculty and master’s statisticians with extensive...",Boston Children's Hospital,"Boston, MA",Not available
Biostatistician I,"In consultation with supervising statistician, successfully negotiates timelines and manages competing deadlines....",University of Utah,"Salt Lake City, UT","$39,300 - $64,349 a year"
Data Scientist/Statistician,"Find meaning in your work and join a collaborative company with challenging and innovative opportunities in Customer Experience and IT Strategy. Blue Compass,...","Blue Compass, LLC","Tysons Corner, VA","$80,000 - $140,000 a year"
Statistician/Metric Specialist - II,"OGSystems - Company Overview Why be a government contractor when you can be a government innovator? Come work for an organization that has creativity,...",OGSystems,"Chantilly, VA 20151",Not available
Data Center Administrator,"At HRT we are mathematicians, computer scientists, statisticians, physicists and engineers. The Systems team builds and maintains the computers, networks, data...",Hudson River Trading,"Westchester, NY",Not available
ENDOUROLOGIST,"The department also boasts of invaluable academic resources including large patient base, data manager, clinical trial nurse, dedicated statistician, academic...",University of Florida,"Jacksonville, FL",Not available
Database Developer,"The Database Developer should possess excellent communication and teamwork skills as they will collaborate with various team members –including developers,...","Trinity Partners, LLC.","Waltham, MA 02451",Not available
Research Biostatistician,"The candidate will join an interdisciplinary team of epidemiologists, senior statisticians, and clinicians, computational biologists, bioinformaticians,...",Massachusetts General Hospital(MGH),"Boston, MA",Not available
Consultant Statistician-Data Standards,Req ID 42791 Title Consultant Statistician-Data Standards City Indianapolis State / Province Indiana Country United States Region North America Workplace...,Lilly,"Indianapolis, IN 46225",Not available
Data Analyst/Statistician,Data Analyst/Statistician CareDx is looking for a curious Data Analyst/Scientist to work within the Statistics team and support Manufacturing & Operations....,CareDx,"Brisbane, CA 94005",Not available
Postdoctoral Research Associate of Computer Science,"The candidates will also be exposed to opportunities to tackle tough, large scale machine learning problems alongside with statisticians and engineers....",William & Mary,"Williamsburg, VA",Not available
Principal Biostatistician,"Experience in all tasks of a Trial Statistician. The position serves as the primary statistical role with technical accountabilities plus coaching, mentoring...",PAREXEL International,United States,Not available
Statistician / Principal Statistician - US - Upper Providenc...,"Practical work experience as a statistician in a clinical research setting. We are searching for talented new graduate statisticians, who can demonstrate...",GlaxoSmithKline,"Upper Providence, PA",Not available
Entry Level Operations Research Analyst,"MITRE is currently seeking an Operations Research Analyst, Statistician, or Data Scientist to join our Operations Research department in McLean, VA....",Mitre Corporation,"McLean, VA",Not available
Statistician II,We are currently seeking a Researcher Statistician / Data Scientist. Battelle is guided by a founding mission....,Battelle,"Columbus, OH 43201 (Weinland Park area)",Not available
Research Data Analyst,"The successful candidate will work with the senior statistician and other senior investigators to derive variables, clean data, perform analyses on large,...",Johns Hopkins University,"Baltimore, MD","$43,871 - $60,402 a year"
Statistician/Data Scientist,"Summary: McIntire Solutions seeks to invite a Statistician/Data Scientist to join our team in Springfield, VA. Responsibilities: Provide statistical and...",McIntire Solutions,"Springfield, VA",Not available
Data Analyst I,"You will join a strong, collegial, friendly, and talented team of clinicians, statisticians, biologists, and computer scientists at DFCI....",Dana-Farber Cancer Institute,"Boston, MA 02115 (Fenway-Kenmore area)",Not available
Research Scientist-Clinical,"Through the application of scientific training and clinical training and expertise, the Development clinical research scientist participates in: the...",Eli Lilly,"New York, NY",Not available
Biostatistician SQL + HIPAA,I'm partnered with an exciting Healthcare and Data centric consultancy looking to bring on a permanent Healthcare Statistician. PA....,Barrington James,"King of Prussia, PA",Not available
Statistician/Data Scientist (Clearance Required),Are you a Data Scientist with a security clearance that is looking for a change? Are you looking for a career opportunity that balances independence with...,Suntiva,Virginia,Not available
Data Scientist,"We are looking for a mixture between a statistician, scientist, machine learning expert and engineer:. Lyons Hathaway is a company of expert resources in the...",Lyons Hathaway,"New York, NY",Not available
"Senior Research Investigator, Translational Bioinformatics,...","Collaborate with bioinformaticians, statisticians, biologists, biomarker leads, and clinicians to design experiments....",Bristol-Myers Squibb,"Princeton, NJ 08541",Not available
Senior Biostatistician,"Mentor and collaborate with statisticians, investigators, and data analysts within the Value Institute and across Christiana Care Health System....",Christiana Care Health System,"Newark, DE 19713",Not available
Masters Statistician â Intern,Req ID 43949 Title Masters Statistician â€“ Intern City Indianapolis State / Province Indiana Country United States Region North America Company...,Lilly,"Indianapolis, IN 46225",Not available
Blast Research Mod/Sim Analyst (Statistician III),"Battelle is guided by a founding mission. We invest our knowledge, talents and resources, helping our customers achieve their most important goals. We apply...",Battelle,"Tyndall AFB, FL 32403",Not available
Biostatistics Mgr,The Senior Statistician works with the DSI and the Principal Statistician in the development and execution of the simulation plan based on design options and...,Amgen,"Thousand Oaks, CA 91320",Not available
Outcomes Research Scientist,Collaborate with the Academic Research statistician on study design and data collection matters as appropriate....,Saint Joseph Mercy Health System,"Ann Arbor, MI 48106",Not available
"Manager, CT Data Sharing and Patient Summaries","Interact with external and internal stakeholders such as investigators, medical monitors, statisticians, medical writers, publications and clinical programmers...",Bristol-Myers Squibb,"Princeton, NJ 08540",Not available
Sr Staff Scientist - Statistician,Reynolds American Incorporated is positively transforming the tobacco industry. We’re a family of companies that strives for success in everything we do. The...,RAI Services Company,"Winston-Salem, NC",Not available
Summer Intern Biostatistics and Data Sciences Statistician,Work with a senior-level statistician on a statistical research project related to the pharmaceutical industry and clinical trials....,Boehringer Ingelheim,"Ridgefield, CT",Not available
Statistician/Predictive Modeler/Data Scientist,Statistician/Predictive Modeler/Data Scientist DataLab USA is an award winning database marketing company that focuses on optimizing multichannel marketing...,Datalab USA,"Germantown, MD 20876",Not available
Statistical Programmer,Support statisticians with computer programming tasks. Clinical Development Strategy....,DZS Clinical Services,"Bound Brook, NJ",Not available
Research Analyst I - Dermatology,"This environment brings together clinicians, basic scientists, engineers and statisticians in close collaboration due to its interdisciplinary research and...",Vanderbilt University Medical Center,"Nashville, TN",Not available
Senior Statistician/Data Scientist,"Job CodeRS0358 Statistician III Duties & Responsibilities Harvard Business School, whose mission is to educate leaders who make a difference in the world, is...",Harvard University,"Boston, MA",Not available
Manager/Sr. Manager Biostatistics,"LMR, #LI-LR1, Phd, statistics, biotechnology, statistician, Biostatistics, biostats, statistics, STAT. Known for its scientific and operational excellence,...",Regeneron,"Basking Ridge, NJ",Not available
Psychological Operations Specialist,"Because of the time you’ll spend studying foreign cultures and social systems, you can explore a future career in the diplomatic service or as an anthropologist...",U.S. Army/U.S. Army Reserve,"Spokane, WA","$1,638 - $2,139 a month"
"Director, Patient Reported Outcomes","Additionally, the PRO Director helps to develop the PRO assessment component of the statistical analysis plan in conjunction with the study statisticians prior...",Johnson & Johnson Family of Companies,"Titusville, NJ",Not available
Research Associate,"You'll work alongside data scientists and statisticians, and with other teams on projects across the company. Health care is big and complicated....",Oscar Insurance,"New York, NY 10012 (Little Italy area)",Not available
Mathematician/Statistician/Data Scientist,MTEQ is a lead sensor system integrator focused on providing advanced sensor technology to address C4ISR mission requirements. MTEQ provides a broad range of...,"MTEQ, Inc.","Charlottesville, VA",Not available
Data Scientist,"You will work in a team environment alongside a group of expert mathematicians, statisticians and data scientists....",Hallmark,"Kansas City, MO 64108 (Crown Center area)",Not available
Administrative Assistant & Divisional Statistician,To fully work with the Program Secretary to provide clerical and administrative support in all aspects of the Program Department office. Assist with other...,The Salvation Army,"Cleveland, OH",Not available
Clinical Trials Results Analyst,"With “responsible parties” (e.g., clinical trial sponsors, principal investigators, statisticians, etc.). Working at ICF....",ICF,"Annapolis, MD",Not available
Research Methodologist,NORC statisticians and methodologists help understand the cognitive processes underlying respondents’ reactions to surveys;...,NORC at the University of Chicago,"Bethesda, MD",Not available
"Exec Dir, Biostatistics Early Development",May be the lead statistician at the global project team level. Req #:....,Celgene,"Berkeley Heights, NJ",Not available
Date Scientist,"‪We are looking for a mixture between a statistician, scientist, machine learning expert and engineer:. San Francisco, St Petersburg, Kiev....",IDEASVOICE,"San Francisco, CA",Not available
Decision Scientist/Statistician- Intern,"Position Responsibilities/Requirements As a 2019 Corporate Summer Intern with FIS, you will benefit from on the job training and mentoring along with...",FIS,"Saint Petersburg, FL",Not available
"Director Biostatistics Cardiovascular, Renal, and Metabolism...","Demonstrated ability to manage and mentor project statisticians. Provide operational, strategic, and technical direction to product and project level...",AstraZeneca,"Gaithersburg, MD 20878",Not available
"Manager, Biomarker Statistician, Non-Clinical Statistics","The role is for a biomarker statistician in the Discovery Genomics and Precision Medicine Statistics group, which explicitly supports Precision Medicine (PM) in...",Pfizer,"Cambridge, MA",Not available
"Supervisory Management and Program Analyst, GS-0343-15 (DEU)","In the supervisory capacity, the incumbent provides management, oversight and direction to a staff of approximately seven individuals, including management...",US Department of Education,"Washington, DC 20597 (Downtown area)","$128,082 - $160,300 a year"
"Staff Data Scientist-Houston, TX","These teams typically include statisticians, computer scientists, software developers, engineers, product managers, and end users, working in concert with...",Baker Hughes,"Houston, TX",Not available
Statistician IV,Seeking a motivated Statistician to support System and Product Quality in support of NGA Integration Test & Image Quality Office....,Perspecta,"Springfield, VA 22156",Not available
Statisticians - Senior / Principal - Oncology / Respiratory...,"Statisticians - Senior / Principal - Oncology / Respiratory / CVMD. Experience working as a statistician, preferably in pharma/healthcare or other relevant area...",AstraZeneca,"Cambridge, MD",Not available
Research Analyst,"With thought leadership and guidance from APQC’s principal research leads and support from APQC’s statisticians and writers, the research analyst is a critical...",American Productivity & Quality Center,"Houston, TX 77024 (Greater Memorial area)",Not available
"Director, Biostatistics, Early Clinical Development, Rare Di...",ROLE SUMMARY The Director is responsible for ensuring sound statistical thinking and methods are utilized in the discovery and development of new medicines...,Pfizer,"Cambridge, MA",Not available
Contract Statistical Programmer,"Work closely with clinical operations, data management and statisticians to generate statistical output - tables/listing/figures....","Alkermes, Inc.","Waltham, MA 02451",Not available
Data Scientist 3,"• 5+ years of business experience working in a quantitative role as a Data Scientist, Statistician, or Data Analyst....",WEX Inc.,United States,Not available
"Manager, Biostatistics","This a position with high visibility for a qualified statistician with experience in the pharmaceutical/biotechnology sector, to collaborate in cross-functional...",Regeneron,"Tarrytown, NY",Not available
"Biostatistician, Clinical Trials",This is a research biostatistician position for clinical trials who has a genuine interest in pharmaceutical research and drug development and wanted to be drug...,Katalyst Healthcares & Life Sciences,"Edison, NJ 08820",Not available
